OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,park_per1k
511,195202,3270,2719.0,9647,1529.0,4511,65.0,126458,125.0,3.82262996941896,64.64,2.15,10.46,17.65,5.04,1.95,2.46,9450220.00195313,14520.0943239029,0.0
512,195300,3062,2512.0,13666,1631.0,7279,66.4,77525,182.0,5.94382756368387,58.93,1.57,7.76,29.66,13.42,8.28,8.51,6246653.32324219,11071.7029670762,0.0
513,195400,4240,4013.0,10658,2343.0,5890,61.7,101149,85.0,2.00471698113208,55.08,1.31,15.3,24.0,4.93,3.64,6.66,11090253.8037109,17054.0232340828,0.0
514,195500,5005,4836.0,10667,2445.0,5211,62.5,97610,120.0,2.3976023976024,50.42,0.92,18.11,27.1,6.16,8.25,8.94,13080072.181640603,19969.4341652221,0.521388
515,195600,3030,2401.0,14875,1244.0,6107,61.2,53145,651.0,21.4851485148515,32.4,2.31,12.47,50.56,21.37,23.87,11.79,5678700.80175781,11167.7870591666,0.0
516,195710,3925,3948.0,21030,1388.0,7437,58.0,60359,1004.0,25.5796178343949,16.89,6.19,10.79,63.19,21.1,16.08,11.99,5203272.56347656,9761.83886915925,0.0
517,195720,1881,1611.0,16859,910.0,8156,58.8,51518,240.0,12.7591706539075,23.94,1.0,12.05,56.33,27.19,28.06,14.81,3110500.28320313,8346.48538545988,0.0
518,195802,2732,2452.0,17579,1038.0,6679,61.6,59464,245.0,8.96778916544656,15.41,2.76,23.68,54.13,19.58,16.76,11.02,4332629.91308594,9935.908864159508,0.0
519,195803,2452,2123.0,16828,1260.0,8647,60.2,85234,340.0,13.8662316476346,44.12,4.39,10.82,33.78,14.84,5.61,4.52,4062124.99902344,9006.74440878956,0.219877
520,195804,2423,2230.0,18686,1126.0,8683,66.1,54459,207.0,8.543128353281062,30.32,4.38,14.53,44.93,18.83,14.93,5.06,3615043.81835938,7708.360006295451,0.0
521,195901,2277,2209.0,20275,1173.0,10445,64.0,64821,249.0,10.935441370224,44.11,0.67,18.73,34.74,13.94,9.96,4.3,3130914.42480469,8190.01586270096,0.0
522,195902,1845,1606.0,13744,1082.0,8060,68.7,103438,177.0,9.59349593495935,59.23,2.23,7.79,13.74,2.68,2.86,0.58,3742492.6171875,8216.51584823142,4.935524
523,195903,1956,1677.0,21279,1285.0,13979,67.5,60313,198.0,10.1226993865031,33.14,0.0,16.06,45.82,15.27,11.69,2.44,2562591.99121094,6738.80617316483,0.0
524,197200,3262,3124.0,10872,1150.0,3833,67.5,62612,127.0,3.89331698344574,12.76,4.64,34.65,46.17,23.43,18.85,8.75,8364430.118164061,14833.1417695296,0.646269
525,197300,3635,3640.0,14390,1810.0,7165,58.8,86326,307.0,8.445667125171942,43.45,1.87,16.17,33.47,15.08,10.38,7.79,7042090.86621094,15215.6543138862,0.477434
526,197410,3686,3369.0,6852,1756.0,3264,61.2,86414,103.0,2.79435702658709,47.31,2.88,8.26,31.8,9.26,5.85,5.74,14997000.808593798,18531.5884841715,5.030898
527,197420,3403,3118.0,14318,1348.0,5672,60.1,83400,147.0,4.31971789597414,39.87,3.48,9.45,44.94,20.75,9.33,6.68,6625853.30273438,11620.1402363214,0.0
528,197500,3998,3408.0,16168,1597.0,6458,55.0,75276,124.0,3.10155077538769,35.48,2.78,16.12,42.71,18.52,16.43,12.16,6893860.43554688,10416.1302863362,5.9904
529,197600,2423,2006.0,16162,960.0,6403,54.9,77308,136.0,5.61287659925712,29.17,0.27,13.4,52.57,24.43,19.04,3.06,4179592.1835937505,10403.4949568239,0.0
530,197700,4542,4589.0,16763,2031.0,7496,60.6,52250,841.0,18.516072214883305,22.3,2.04,44.13,24.66,22.38,30.53,15.37,7553643.112304689,13927.26229595,0.117291
531,199001,2521,2053.0,26133,613.0,6355,47.8,50679,621.0,24.6330821102737,2.69,0.0,37.74,59.57,41.45,42.86,5.53,2689325.92773438,8021.366298949579,0.0
532,199002,2934,2215.0,5649,1045.0,2012,43.5,62390,406.0,13.8377641445126,15.55,2.11,23.51,58.07,22.57,19.64,18.98,14479074.3994141,20810.1910218092,1.703238
533,199110,2367,2243.0,6797,734.0,2108,43.9,62837,381.0,16.0963244613435,4.13,0.33,3.61,91.18,38.52,21.13,13.62,9708508.63378906,14255.8076221365,0.0
534,199120,3775,3111.0,10165,1068.0,2876,56.4,33750,1235.0,32.7152317880795,3.25,3.25,22.51,70.87,36.87,26.36,13.5,10353364.7695313,16463.9917900473,11.342297
535,199201,3594,2905.0,23555,1115.0,7308,57.5,51250,512.0,14.2459654980523,1.48,0.0,37.4,61.12,33.08,36.94,10.43,4253708.58691406,8935.66056349737,0.205235
536,199202,2821,2451.0,7655,906.0,2459,45.0,55799,448.0,15.8808933002481,18.97,1.41,11.13,66.6,29.13,21.66,20.15,10273092.0,18301.5761215323,5.456918
537,199300,3566,3760.0,3564,1286.0,1285,44.5,102000,296.0,8.30061693774537,20.33,1.03,20.22,56.82,28.51,22.05,10.66,27892002.0673828,31628.1009073154,95.038583
538,199400,4446,3741.0,16519,1306.0,4852,53.7,49449,1159.0,26.0683760683761,3.99,4.04,24.62,65.76,27.53,36.65,10.5,7503405.862304689,16929.5365275229,1.895221
539,199700,3386,2612.0,9036,817.0,2180,44.2,38892,749.0,22.1204961606615,13.34,3.73,14.17,67.96,34.19,25.92,20.1,10447073.7617188,13865.225109867502,3.162729
540,199801,3022,2497.0,22685,870.0,6531,65.4,41027,604.0,19.9867637326274,0.64,0.5,29.77,69.1,45.81,35.72,19.82,3713869.13378906,9460.365757404374,0.0
541,199802,2104,1855.0,17796,636.0,5379,63.5,42500,289.0,13.7357414448669,2.11,0.0,53.99,43.9,48.41,47.98,10.78,3296092.6435546903,8868.74441487804,0.755948
542,199900,2689,2078.0,15721,777.0,4543,46.4,37232,407.0,15.1357381926367,1.53,0.26,16.26,81.95,41.19,38.45,24.73,4768480.99121094,10157.8099665617,0.162369
543,201110,2368,1803.0,6049,717.0,1832,52.6,65000,244.0,10.3040540540541,11.03,3.04,15.02,70.9,26.46,12.81,12.4,10913332.2529297,16183.4301559676,3.374166
544,201120,4402,3142.0,14391,1299.0,4247,56.4,78750,325.0,7.38300772376193,8.380000000000004,1.76,9.1,78.7,28.61,16.9,6.41,8527607.24511719,13880.2888951384,0.0
545,201200,2332,2131.0,13700,742.0,4359,55.2,49500,206.0,8.8336192109777,9.27,0.0,11.33,78.81,32.85,23.93,6.44,4745344.71386719,10433.2498039311,0.0
546,201301,3431,3417.0,10259,960.0,2871,57.5,66658,722.0,21.0434275721364,3.54,1.76,15.35,79.28,32.34,23.59,14.95,9323319.56347656,19559.4357885345,3.609469
547,201302,3903,3773.0,10193,1859.0,4855,68.5,102654,364.0,9.32615936459134,18.04,7.68,47.61,20.32,12.11,12.72,4.84,10674503.1435547,14999.881597764603,0.638212
548,201401,4759,3469.0,9422,1337.0,2647,52.5,53050,980.0,20.5925614624921,7.97,0.77,7.73,77.91,26.64,19.14,15.63,14080873.2783203,15489.9911032229,5.911534
549,201402,4047,3904.0,5400,1384.0,1847,70.7,54137,764.0,18.8781813689152,6.35,0.52,15.06,76.13,35.19,26.46,18.76,20894870.6884766,19009.779477909295,18.290979
550,201501,4996,4417.0,14560,1404.0,4092,63.9,69153,762.0,15.2522017614091,9.78,1.13,7.14,81.42,28.93,19.54,8.79,9566161.625,14427.9738105169,0.154859
551,201503,3043,2492.0,17939,920.0,5423,60.7,50344,632.0,20.7689779822544,5.08,1.08,6.13,87.72,32.62,24.72,13.17,4729129.09179688,9203.94794039633,0.0
552,201504,2270,1679.0,15962,621.0,4367,53.7,59167,328.0,14.4493392070485,7.44,0.0,12.83,76.2,33.29,26.38,9.53,3964702.9609375,9633.746300705901,0.0
553,201601,2187,2004.0,10482,672.0,3221,53.2,47465,472.0,21.5820759030636,4.79,6.99,10.76,74.64,27.2,21.06,13.44,5816821.74804688,11118.8418926695,0.825229
554,201602,2726,2350.0,6625,767.0,1864,49.0,65625,270.0,9.9046221570066,2.79,0.0,10.91,84.58,34.89,25.96,17.96,11471575.9306641,18959.118633808,0.444131
555,201700,5027,4581.0,7683,1454.0,2222,54.3,64844,552.0,10.9807041973344,11.88,7.59,18.37,59.49,12.75,10.26,5.92,18241832.0244141,21283.1745877055,0.0
556,203100,4708,3121.0,18547,981.0,3865,53.4,39329,984.0,20.9005947323704,0.91,1.32,2.47,94.37,42.26,36.65,20.75,7076573.731445311,11835.7114615591,1.366805
557,203200,4257,3844.0,21368,1223.0,6139,58.6,57031,1041.0,24.4538407329105,3.46,1.69,0.36,94.32,40.71,32.83,16.91,5553914.73828125,10214.890261927096,0.439479
558,203300,2256,1254.0,3917,680.0,1181,42.8,41250,302.0,13.386524822695,2.11,9.9,6.95,76.94,29.9,21.05,12.47,16058051.3427734,15611.0251920795,10.719637
559,203500,2719,2372.0,4243,854.0,1333,51.7,40524,877.0,32.254505332843,6.47,2.16,18.81,72.57,34.06,29.47,15.09,17863727.7080078,18886.7797944689,0.993758
560,203601,2635,2432.0,20682,754.0,5918,57.9,50345,380.0,14.4212523719165,0.0,0.37,0.0,99.63,43.75,36.18,24.3,3551943.63964844,13045.0272916512,0.0
561,203602,2083,1402.0,24148,567.0,6573,60.5,53333,548.0,26.3082093134902,2.72,2.24,2.78,92.26,50.29,42.23,42.81,2404778.25585938,7367.39715573597,1.256471
562,203710,3085,2730.0,28327,834.0,7658,58.4,60978,379.0,12.2852512155592,1.18,0.39,0.44,97.99,42.67,25.38,13.45,3036174.9902343797,7623.782078880421,0.0
563,203720,3570,2839.0,28801,1039.0,8382,52.7,48684,761.0,21.3165266106443,1.2,0.0,0.35,98.28,43.82,34.41,23.28,3455623.08496094,7965.72103740956,0.0
564,203800,4521,3743.0,24025,1190.0,6324,60.6,45000,1355.0,29.9712452997125,0.56,0.21,1.83,97.4,47.9,21.24,15.64,5246195.37597656,9451.84756839411,0.0
565,203900,2603,2355.0,15032,689.0,3979,58.5,59479,463.0,17.7871686515559,2.37,0.47,1.5,95.66,37.49,35.46,15.04,4827379.08496094,12242.8705831311,0.0
566,204110,2800,2578.0,12011,839.0,3599,62.8,59067,462.0,16.5,4.01,0.57,0.0,95.36000000000001,36.42,30.72,18.49,6499062.05273438,10204.658285715,0.0
567,204120,2366,2040.0,23265,675.0,6637,61.6,60441,213.0,9.00253592561285,4.75,0.96,0.58,92.41,39.02,22.3,24.48,2835229.07617188,6976.74436434572,0.0
568,204200,3407,2566.0,29296,1008.0,8668,43.2,38919,1126.0,33.0496037569709,1.05,0.41,1.91,96.63,44.93,35.35,25.3,3242089.62988281,7623.771359512699,0.0
569,204300,4435,4238.0,17851,1268.0,5104,60.6,51359,897.0,20.2254791431793,2.26,0.4,1.31,95.87,47.52,42.94,26.09,6926359.907226559,10888.0033588847,1.552583
570,204410,2176,2091.0,18984,623.0,5435,56.3,63214,537.0,24.6783088235294,1.18,0.18,1.11,95.99,45.77,43.38,17.37,3195515.6875,7602.19593811836,0.0
571,204420,2902,2211.0,24884,881.0,7554,47.1,32993,793.0,27.3259820813232,2.44,5.39,1.49,90.27,45.59,37.54,24.34,3251272.35449219,7655.41869924956,0.030404
572,204600,3748,2981.0,16666,1153.0,5127,58.8,33587,789.0,21.051227321238,3.93,1.87,2.08,91.52,34.35,25.19,20.37,6269663.15917969,12240.5469771258,5.345693
573,204700,4652,4077.0,11917,1218.0,3120,56.0,59735,891.0,19.1530524505589,1.98,0.67,0.23,96.5,36.37,28.31,9.05,10882902.7900391,13337.0811691808,1.552239
574,204810,5169,3577.0,17385,1201.0,4039,54.2,46964,963.0,18.6302959953569,0.0,1.08,0.14,95.79,39.75,33.74,13.53,8289136.80273438,11974.6111771883,1.101194
575,204820,2064,1552.0,16698,522.0,4223,57.8,49375,382.0,18.5077519379845,4.110000000000001,2.71,0.28,92.9,39.56,23.45,26.5,3445972.39550781,8346.72019641672,0.0
576,204910,3185,2426.0,15915,896.0,4477,58.3,40313,794.0,24.9293563579278,3.46,0.74,0.17,95.39,46.37,37.02,25.72,5579346.58203125,9619.43138901807,0.0
577,204920,2543,2065.0,7238,635.0,1807,48.2,59345,489.0,19.2292567833268,1.29,0.54,0.0,98.0,40.92,32.59,19.19,9794921.05761719,12795.9481669279,0.0
578,205110,3865,2587.0,34884,899.0,8114,64.1,47194,692.0,17.9042690815006,0.73,0.57,2.92,95.78,46.93,42.83,36.25,3088819.34960938,9229.48189912392,0.013038
579,205120,3858,2474.0,6815,529.0,935,42.2,29804,1570.0,40.6946604458269,0.32,1.81,0.11,97.76,46.4,35.29,31.35,15781304.2626953,20062.497388242,0.431493
580,206010,3372,3305.0,6071,1148.0,2067,50.7,41395,968.0,28.7069988137604,10.97,1.89,31.97,54.82,36.22,25.69,13.05,15485647.8105469,21066.3708204575,18.340776
581,206020,5545,9461.0,16441,272.0,806,51.2,105972,64.0,1.15419296663661,16.88,34.3,3.27,42.06,40.15,3.67,2.85,9402533.03027344,12029.0684537465,0.0
582,206050,2320,1702.0,3367,401.0,582,42.6,35795,496.0,21.3793103448276,4.33,4.33,5.43,83.8,34.96,32.49,39.59,19210111.7822266,25518.4847315898,0.186122
583,206051,2577,1373.0,1789,940.0,653,21.6,119453,123.0,4.77299185098952,58.51,1.99,12.81,23.13,2.77,0.0,4.29,40157736.4804688,30027.529712552503,0.199612
584,206052,3279,2684.0,9187,1303.0,3651,41.9,99241,396.0,12.0768526989936,26.79,7.53,42.41,18.87,2.42,4.06,2.01,9950091.584960941,13475.441874995,0.0
585,206053,3270,2365.0,14399,836.0,3681,45.8,28693,809.0,24.7400611620795,7.56,3.65,13.54,72.66,41.4,42.03,41.19,6331353.50488281,10825.722312047796,1.379835
586,206054,2628,1789.0,16255,170.0,1051,50.9,39647,790.0,30.0608828006088,2.7,1.54,19.54,75.32,32.98,36.61,2.9,4507280.546875,9342.52057726435,0.016307
587,206201,2652,2084.0,34201,787.0,10149,42.4,38786,660.0,24.8868778280543,24.09,19.27,33.01,18.34,10.03,5.28,24.6,2161752.48242188,6940.27548441716,0.0
588,206202,3008,1655.0,20616,489.0,3352,51.4,12344,961.0,31.9481382978723,15.02,18.27,56.84,6.21,22.42,34.98,52.38,4067555.0097656306,9661.22143618441,0.0
589,206301,2015,1852.0,38531,521.0,9963,40.1,11153,642.0,31.8610421836228,32.03,47.46,1.34,14.52,17.93,1.62,57.03,1457910.0703125,4943.52581678299,0.145271
590,206302,1307,2376.0,72921,540.0,30128,46.8,7193,376.0,28.7681713848508,22.63,50.71,0.67,17.71,27.1,0.67,64.06,499680.05078125,3606.42780468544,0.0
591,206303,2809,1968.0,16733,255.0,1519,22.1,4918,649.0,23.1043075827697,19.0,46.76,5.68,23.33,38.87,9.04,85.28,4679996.82226563,10618.5076142486,0.121
592,207101,3223,3361.0,27808,1766.0,15237,49.8,51544,676.0,20.974247595408,14.82,14.85,49.62,14.62,16.54,23.53,14.75,3231109.0263671903,7720.18222735876,0.0
593,207102,3322,2711.0,20730,1020.0,6365,54.2,30564,1115.0,33.5641180012041,8.050000000000002,4.97,61.55,22.92,33.16,40.13,23.67,4467442.11132813,9909.643384992702,0.68392
594,207103,2111,1860.0,16868,711.0,5681,50.6,33487,544.0,25.769777356703,7.74,3.4,79.85,7.56,31.61,47.85,23.35,3488830.09082031,9634.34535003736,1.131255
595,207303,2297,2114.0,33608,1884.0,27566,47.6,39113,419.0,18.2411841532434,38.59,19.34,16.23,21.95,9.22,10.88,9.63,1905373.65625,5576.46492938742,0.0
596,207304,2100,2003.0,108094,967.0,49775,53.2,11430,958.0,45.6190476190476,20.82,27.3,11.33,26.51,9.34,3.79,20.08,541608.157226563,3459.9798367538,0.0
597,207305,1122,869.0,14331,545.0,6961,41.4,72330,6.0,0.53475935828877,46.2,7.18,1.56,37.77,16.57,7.94,7.97,2182607.95703125,8262.43976226022,0.0
598,207306,2234,1828.0,35855,1619.0,25984,43.8,38305,464.0,20.7699194270367,36.55,25.98,8.48,21.69,13.13,4.92,16.88,1737007.14355469,5647.40049604502,0.717111
599,207307,1093,1381.0,57937,607.0,32176,41.0,12283,470.0,43.0009149130833,25.49,38.2,14.04,15.94,12.02,1.3,32.22,525932.6484375,2911.19179242556,0.0
600,207308,1368,1293.0,77168,851.0,48004,47.4,93226,69.0,5.04385964912281,55.48,5.67,17.23,13.0,1.01,2.24,2.77,494215.081054688,2815.67315971702,0.0
601,207400,2015,1512.0,6003,526.0,1567,31.2,93036,222.0,11.0173697270471,16.6,21.68,16.54,42.86,7.61,7.21,10.49,9358165.87011719,15170.8717888561,7.74501
602,207501,2492,2004.0,48050,1987.0,38313,62.6,71628,415.0,16.653290529695,29.11,10.69,28.93,26.96,1.95,2.84,1.29,1445854.25097656,4896.765578468339,0.0
603,207502,4111,2998.0,25449,2993.0,18528,52.7,17989,1393.0,33.8846995864753,21.74,9.02,61.95,5.05,23.92,47.8,37.57,4503362.95214844,9155.677192616167,0.0
604,207711,2259,1605.0,8431,2571.0,9596,25.5,121477,178.0,7.87959274015051,47.98,9.69,23.36,17.46,2.37,1.37,0.59,7469514.540039059,14744.2377357828,0.0
605,207712,4753,3387.0,30226,3616.0,22995,41.5,77213,1371.0,28.8449400378708,26.46,11.93,44.62,13.0,19.34,20.08,20.24,4383833.96679688,9437.966002685807,1.279161
606,207901,3631,2376.0,46262,2515.0,32043,36.1,68333,857.0,23.6023134122831,26.92,3.52,32.34,29.71,7.2,12.04,8.01,2188102.48535156,6864.98910675708,0.0
607,207902,7385,5479.0,27333,5240.0,19394,41.4,106206,1170.0,15.8429248476642,27.83,6.35,34.75,25.01,5.07,2.83,0.0,7532286.539062499,11167.8181425557,0.31303
608,208001,2484,2166.0,11170,1445.0,6498,37.0,73553,815.0,32.8099838969404,18.8,6.6,27.72,41.7,14.22,9.23,10.76,6199667.65722656,11659.7542992954,3.772709
609,208002,4058,3473.0,26596,1240.0,8127,53.3,37443,1191.0,29.3494332183342,4.37,2.78,4.94,86.5,45.35,29.89,23.09,4253642.55664063,9520.381994019128,1.361031
610,208301,1878,1508.0,52328,523.0,14573,51.4,50054,575.0,30.6176783812567,1.9,1.19,4.24,91.29,53.18,56.83,22.8,1000535.28027344,5183.16153773766,0.172508
611,208302,4535,4110.0,26697,1770.0,10420,54.5,45194,1249.0,27.5413450937155,7.29,11.45,9.52,71.15,39.56,29.56,22.72,4735706.8359375,9852.781003226448,0.09514
612,208401,3820,3837.0,43078,2066.0,23298,58.7,44943,918.0,24.0314136125654,2.94,1.1,29.98,64.62,45.56,46.7,26.46,2472155.83789063,6288.16537169812,0.0
613,208402,2614,2274.0,19869,852.0,6476,48.2,50446,459.0,17.5592960979342,10.16,1.61,16.59,69.06,27.79,15.96,13.59,3667724.1054687505,8621.78030064966,0.0
614,208501,2272,2139.0,24195,962.0,10244,55.5,62750,315.0,13.8644366197183,11.17,1.79,40.74,43.79,23.42,23.14,13.12,2617928.32714844,6561.56983305326,0.668231
615,208502,3591,3411.0,35629,1127.0,11182,58.3,42129,676.0,18.8248398774715,5.6,2.91,11.26,78.78,37.58,31.66,17.69,2809795.96777344,6779.017046882319,0.0
616,208610,3844,3578.0,28435,1447.0,10704,58.3,58125,582.0,15.1404786680541,7.43,2.64,35.3,53.33,22.97,25.46,11.28,3768690.94238281,8269.48790476625,0.0
617,208620,4077,3404.0,32558,1756.0,14023,59.0,52391,800.0,19.6222712779004,6.58,9.32,28.45,47.29,15.8,16.54,14.03,3491004.90722656,8197.49640134843,0.0
618,208710,4162,4364.0,63269,2001.0,30418,64.9,58788,320.0,7.68861124459395,6.56,3.64,52.55,33.59,10.43,26.19,14.06,1833916.0859375,5648.95244813782,0.134776
619,208720,3833,3029.0,60264,1566.0,24621,57.2,33458,1464.0,38.1946256196191,16.63,2.83,5.13,75.41,39.06,39.25,33.42,1773163.9609375,6918.86292954465,0.0
620,208801,3536,2814.0,34115,1287.0,12417,55.7,40704,736.0,20.8144796380091,14.28,10.23,16.05,55.15,34.93,30.21,31.56,2889587.40527344,7802.252434722511,8.969577
621,208802,2914,2400.0,35686,1443.0,17671,56.2,39400,552.0,18.9430336307481,13.02,4.39,28.89,51.72,17.13,30.54,17.25,2276467.58886719,7699.4836409296595,0.0
622,208902,2569,1871.0,36152,595.0,8373,41.1,35313,836.0,32.541845075905,2.92,3.2,4.01,89.87,67.4,65.95,32.07,1981074.27929688,5658.69510338535,0.0
623,208903,3835,2992.0,62357,1106.0,17984,43.7,42285,1477.0,38.5136897001304,2.73,6.03,3.66,84.94,57.25,58.69,43.86,1714528.6171875,7038.4808840537,0.0
624,208904,3873,3080.0,89481,1128.0,26061,53.6,22961,1645.0,42.4735347276013,3.08,2.6,9.86,84.2,54.71,62.6,44.72,1206663.5,4564.6361096935,0.0
625,209103,3074,2481.0,64199,1136.0,23725,49.8,29056,1546.0,50.2927781392323,1.59,7.15,0.92,90.01,57.11,47.56,34.21,1334880.50390625,4693.84849507459,0.0
626,209104,2369,1834.0,87707,829.0,30692,59.6,28088,825.0,34.824820599409,4.83,8.890000000000002,5.32,79.81,46.78,42.58,30.98,753009.1289062499,3841.17499796614,0.0
627,209105,2609,2455.0,81192,876.0,27261,49.9,28156,1274.0,48.8309697201993,0.24,4.67,8.2,86.89,49.82,55.52,39.18,895832.099609375,4013.33659257432,0.0
628,209106,2614,1955.0,30549,1458.0,17039,54.7,37067,823.0,31.4843152257077,13.18,20.38,19.63,43.3,23.07,19.95,22.74,2385508.81933594,6257.5884857565,0.0
629,209201,2875,2787.0,44276,1855.0,28568,43.5,83313,406.0,14.1217391304348,28.57,15.66,33.17,14.37,1.47,6.6,4.95,1810247.95605469,5620.491333299789,0.0
630,209202,1166,1017.0,12427,574.0,6118,45.2,36188,332.0,28.4734133790738,9.41,6.98,13.9,62.91,27.04,12.59,5.46,2615787.86132813,6577.41304589035,0.0
631,209300,4709,3976.0,39816,1968.0,16640,42.5,30540,1888.0,40.0934380972606,7.27,8.960000000000004,12.04,69.88,36.75,31.04,29.09,3297115.70605469,7931.22236811556,0.013369
632,209401,4143,3154.0,49755,1379.0,16561,53.5,30970,1313.0,31.6920106203234,6.97,10.23,10.83,70.58,50.06,50.16,26.88,2321391.96972656,6370.71272213017,0.0
633,209402,4055,3052.0,77094,1117.0,21236,41.8,37388,1368.0,33.7361282367448,5.28,0.82,4.04,89.45,67.3,76.28,39.63,1466351.83789063,4849.91383326937,0.140121
634,209403,3840,3534.0,71967,1279.0,23970,53.9,22259,1019.0,26.5364583333333,4.81,7.5,17.4,70.03,41.88,47.82,28.93,1487534.109375,4882.44350991686,0.0
635,209510,2811,2408.0,39897,1037.0,14718,49.3,32361,977.0,34.7563144788332,2.85,3.34,23.8,65.95,41.74,52.2,20.7,1964228.79785156,5807.66354297768,0.0
636,209520,2659,2060.0,29791,956.0,10711,46.8,35395,817.0,30.7258367807446,3.97,5.81,4.24,84.62,42.14,33.3,23.26,2488320.27148438,6468.3607123394095,0.0
637,209810,2380,2221.0,41142,735.0,12705,52.2,32321,497.0,20.8823529411765,9.77,4.73,10.38,74.62,47.19,47.28,27.82,1612737.6640625,5415.9069576509,0.0
638,209820,2724,2006.0,39391,854.0,12349,51.7,36500,750.0,27.533039647577105,3.11,2.08,2.19,92.3,46.36,43.87,29.74,1927868.32617188,5690.53478542421,0.0
639,210010,3180,2606.0,20139,1186.0,7511,51.0,30703,1057.0,33.2389937106918,1.91,1.76,13.36,81.91,39.79,48.08,33.17,4402120.02148438,8907.4302630538,0.0
640,211000,5291,4234.0,5158,2383.0,2323,62.1,135612,307.0,5.8023058023058,51.49,2.74,29.51,14.15,2.79,8.720000000000002,1.28,28596678.144531295,25170.331756158095,0.0
641,211121,2465,1878.0,29844,1022.0,12374,48.8,65912,287.0,11.6430020283976,12.53,5.35,41.15,37.45,10.97,15.12,4.74,2302635.58007813,7588.9434988978,0.0
642,211122,2883,2392.0,20427,1356.0,9608,49.8,51484,834.0,28.9281997918835,21.56,5.95,36.24,34.82,20.99,24.16,6.22,3934733.82128906,8274.05186723441,0.0
643,211123,2070,1443.0,31165,1246.0,18759,51.1,64348,393.0,18.9855072463768,6.9,1.56,76.86,14.68,11.57,25.5,7.78,1851716.04199219,6798.25662830865,4.051893
644,211124,4044,4060.0,26514,1931.0,12660,54.5,53055,512.0,12.6607319485658,2.25,5.01,61.84,29.8,18.82,30.74,7.13,4252116.00097656,8179.6908361038095,1.349324
645,211201,2520,2318.0,46832,973.0,18082,63.1,52223,408.0,16.1904761904762,8.050000000000002,3.84,19.64,63.43,29.64,28.13,8.24,1500115.66308594,4915.79781032502,0.0
646,211202,2698,1927.0,39002,1168.0,16885,62.5,42389,408.0,15.1223128243143,8.34,5.05,18.36,66.76,24.49,31.66,9.83,1928500.75488281,5559.51969306905,0.0
647,211310,3582,3065.0,64455,1376.0,24760,60.9,44545,604.0,16.8620882188721,9.69,7.06,16.17,65.29,31.68,33.34,6.17,1549310.53320313,4998.40424640971,0.0
648,211320,2878,2422.0,40017,1306.0,18159,60.6,33247,796.0,27.6580958999305,9.88,6.36,23.78,50.88,24.9,30.92,18.12,2004977.2128906297,5674.50881704611,0.0
649,211410,2944,2450.0,28158,1173.0,11219,57.9,51921,239.0,8.118206521739134,9.96,3.19,45.41,36.51,26.2,37.14,5.81,2914743.77832031,7500.754843726899,0.0
650,211420,3493,2699.0,23740,1251.0,8502,61.6,48333,506.0,14.4861150873175,12.5,9.65,26.54,50.75,19.9,23.05,8.31,4101871.1171875,8393.58510337148,0.0
651,211500,4233,3342.0,12061,1846.0,5260,64.9,61538,418.0,9.8747932908103,36.1,4.05,34.56,21.7,12.69,17.86,6.66,9784611.94921875,13106.0192990197,0.39618
652,211701,2760,2191.0,10972,1228.0,4882,58.8,66563,277.0,10.036231884058,29.66,3.27,48.52,13.17,3.42,16.66,11.28,7012738.22753906,10536.8114367993,0.0
653,211703,4772,3838.0,67133,2037.0,28657,64.4,51299,660.0,13.8306789606035,9.14,5.15,48.22,34.19,16.39,23.48,5.83,1981686.87792969,5697.205811429659,0.0
654,211704,2948,2550.0,41285,1815.0,25418,61.5,39875,402.0,13.6363636363636,14.94,9.96,48.91,24.82,15.65,24.24,21.84,1990706.12207031,5747.49838288607,0.0
655,211802,4921,3737.0,39167,2426.0,19309,64.0,45120,1035.0,21.0323105059947,15.23,3.98,37.87,38.26,17.74,22.64,7.28,3502699.25,7938.57208570504,0.0
656,211803,3603,3101.0,66882,1760.0,32671,53.8,54922,444.0,12.323064113239,4.08,1.06,76.15,16.26,8.35,20.67,4.41,1501836.62207031,4915.85668366725,0.0
657,211804,3219,2543.0,44834,1400.0,19499,62.1,41843,567.0,17.614165890028,7.11,3.86,59.68,25.98,15.26,26.62,16.73,2001609.60058594,5672.183284635241,0.0
658,211910,4251,3649.0,79804,1933.0,36288,62.3,54675,473.0,11.126793695601,10.47,5.02,32.77,49.73,24.69,19.27,11.05,1485020.08886719,4890.39936257757,0.0
659,211921,2499,1938.0,69848,1071.0,29935,55.5,37375,462.0,18.4873949579832,6.25,4.08,36.34,50.23,29.98,43.76,13.3,997421.588867188,4152.13257311991,0.0
660,211922,3151,2834.0,87855,1431.0,39899,57.9,48036,366.0,11.6153602031101,6.32,5.57,33.89,52.57,23.82,21.07,8.68,999882.1875,4155.33850167379,0.0
661,212101,3123,2490.0,43540,1686.0,23506,50.3,50640,470.0,15.0496317643292,18.0,13.14,42.29,20.1,14.9,26.71,8.45,1999632.81738281,5670.100103770389,0.0
