OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,park_per1k
153,119700,4930,4066.0,9745,1278.0,2526,74.0,98795,353.0,7.16024340770791,32.08,1.42,23.7,40.55,18.79,12.27,11.29,14103382.1416016,20314.1754935349,0.0
154,119801,2897,2102.0,12255,643.0,2720,76.6,97738,129.0,4.45288229202623,16.47,2.19,15.67,65.63,24.12,15.6,17.19,6590353.77148438,11988.8021130739,0.0
155,119802,2978,2666.0,12248,768.0,3159,72.7,64954,667.0,22.3975822699798,4.82,0.21,16.71,75.12,36.2,23.93,10.26,6778131.04980469,12322.6049976023,0.0
156,119900,4786,4134.0,11782,1209.0,2976,72.7,84231,284.0,5.93397409109904,7.2,0.92,18.88,71.01,26.9,24.58,9.72,11324965.7617188,14653.1422434083,1.253654
157,120010,2862,2182.0,13107,713.0,3265,66.6,52699,206.0,7.19776380153739,7.8,3.29,11.84,76.86,29.7,21.31,10.68,6087626.43359375,10236.1612143615,0.100549
158,120020,4022,2962.0,19543,1322.0,6424,62.2,30669,1215.0,30.2088513177524,4.24,10.98,12.76,71.49,39.74,31.74,15.2,5737369.79003906,12182.6274554189,0.0
159,120030,2600,1818.0,17830,755.0,5178,50.1,38466,611.0,23.5,6.92,1.32,4.8,86.96,42.57,43.23,26.95,4065310.82617188,8102.20708726004,0.267843
160,120103,3118,2151.0,58324,869.0,16255,56.4,35263,1222.0,39.1917896087235,1.98,1.21,2.99,93.81,46.16,49.7,23.78,1490376.18847656,5636.21120352429,0.0
161,120104,2305,1722.0,13154,799.0,4560,53.0,39922,394.0,17.0932754880694,8.74,8.69,14.49,64.42,22.07,21.25,23.8,4885243.29394531,10176.5522862233,0.0
162,120105,2872,2134.0,13503,710.0,3338,69.3,36703,687.0,23.9206128133705,5.49,1.15,16.26,76.69,32.8,26.38,21.95,5929585.803710939,15758.5905284431,0.0
163,120106,4336,3270.0,54442,1211.0,15205,61.7,35400,1025.0,23.6392988929889,2.37,1.26,16.31,80.04,40.46,39.94,30.7,2220341.078125,6072.52820775455,0.0
164,120107,3776,2644.0,47184,1065.0,13308,58.4,36915,1119.0,29.6345338983051,3.15,1.55,8.970000000000002,85.91,44.67,51.97,20.07,2231008.4921875,6075.28674906415,0.0
165,120108,5234,3527.0,35037,1403.0,9392,61.4,38194,1342.0,25.6400458540313,9.12,1.11,9.54,79.42,41.54,39.33,23.1,4164596.8925781306,8449.48423187995,2.083516
166,120300,5599,4073.0,8438,1445.0,2178,72.3,66806,768.0,13.7167351312734,17.05,0.47,25.37,54.9,19.08,19.72,11.14,18498149.9638672,18531.0955667819,0.0
167,120400,6627,5169.0,16105,2044.0,4967,70.1,58478,222.0,3.34993209597103,19.55,4.47,18.6,55.82,20.27,23.7,18.35,11471575.8193359,17339.8584618477,0.0
168,121010,4724,3936.0,6000,1226.0,1557,69.6,85208,479.0,10.1397121083827,32.13,0.49,9.33,57.97,20.5,21.01,11.45,21950722.9628906,19497.9106686394,14.681588
169,121020,3810,3007.0,11969,1067.0,3352,70.3,54956,459.0,12.0472440944882,22.48,2.13,10.08,62.5,30.66,20.19,15.75,8874538.57910156,13130.1694052636,1.332778
170,121101,2953,2532.0,16197,973.0,5337,62.0,70382,243.0,8.22891974263461,16.85,0.77,8.15,70.97,30.21,20.7,15.52,5082880.93945313,10732.4573606534,0.0
171,121102,2828,1841.0,972,811.0,279,35.6,51691,216.0,7.63790664780764,41.12,1.74,5.47,50.11,29.06,17.11,15.46,81152095.9785156,37632.8664133465,4.847917
172,121210,3157,2560.0,4034,855.0,1093,63.7,76250,80.0,2.53405131453912,8.61,1.23,12.41,72.21,42.46,31.41,18.6,21817534.9697266,18371.989125836495,0.0
173,121221,2149,1951.0,11038,503.0,2584,74.4,73889,130.0,6.04932526756631,12.06,1.39,3.74,81.13,28.14,16.09,6.22,5427461.15039063,11054.1635770122,0.0
174,121222,5386,3619.0,10451,1161.0,2253,52.6,57500,1008.0,18.7151875232083,9.9,0.66,3.14,85.47,40.59,24.45,7.82,14367773.7421875,18211.0704301462,0.0
175,121600,3037,2346.0,6903,850.0,1932,72.8,79048,475.0,15.6404346394468,39.64,0.74,26.0,30.8,16.79,14.28,11.53,12264569.0195313,16346.0748574149,3.75091
176,121801,3811,2357.0,20324,1215.0,6480,60.8,42700,356.0,9.34138021516662,14.79,2.43,3.13,78.33,28.13,26.64,25.41,5227512.55957031,10560.213658371198,0.0
177,121802,3219,2473.0,8770,776.0,2114,63.2,72844,548.0,17.0239204721963,22.8,7.35,5.54,63.28,26.69,17.91,13.9,10232438.8857422,14912.8138996801,0.0
178,121900,3926,2823.0,6026,939.0,1441,46.9,54773,507.0,12.9139072847682,13.59,0.95,3.93,81.52,32.84,23.84,14.69,18163072.285156295,20093.9505397069,0.0
179,122000,5297,4293.0,4205,1495.0,1187,62.2,70764,351.0,6.6263922975269,42.39,1.89,10.24,42.67,24.83,11.97,12.12,35118997.7529297,30499.5922209906,0.0
180,122120,4577,3604.0,16470,1059.0,3811,70.6,52865,580.0,12.6720559318331,11.65,3.44,0.36,79.97,34.57,24.33,5.19,7747578.48632813,13365.7622148875,0.0
181,122121,2632,2153.0,16549,706.0,4439,70.7,50893,443.0,16.8313069908815,8.73,6.22,4.85,79.0,32.47,23.46,8.44,4433980.59765625,12008.0444913278,0.0
182,122122,2720,1850.0,6822,652.0,1635,41.9,41591,630.0,23.1617647058824,3.93,0.0,0.79,95.27,44.54,38.59,19.72,11114633.3974609,15332.0170284733,6.346367
183,122200,4081,2725.0,6200,880.0,1337,59.5,54744,492.0,12.0558686596422,21.65,0.34,3.11,74.53,38.72,24.4,19.68,18349521.7597656,19428.001615596,0.272113
184,122410,3803,2546.0,13933,1166.0,4272,55.7,37634,808.0,21.2463844333421,9.54,3.0,5.62,80.75,34.33,27.42,26.65,7609489.6875,11117.4625046211,0.0
185,122420,4629,3892.0,13898,1340.0,4023,64.0,54022,443.0,9.5701015338086,9.82,1.23,9.84,79.06,35.25,21.12,20.03,9285646.48242188,12386.8044753199,0.0
186,123010,4258,2751.0,10857,1032.0,2631,64.2,44327,752.0,17.6608736496008,12.91,0.92,1.33,84.58,39.73,33.3,22.83,10933643.687499998,13636.3943070547,0.0
187,123020,3175,2434.0,14539,764.0,3498,65.0,60500,201.0,6.33070866141732,7.5,1.09,0.86,89.6,33.53,23.79,18.6,6088161.97558594,9872.88288775777,0.0
188,123103,4318,3180.0,12395,1522.0,4369,70.3,59609,527.0,12.2047244094488,28.28,5.63,12.0,53.41,22.74,15.79,10.39,9712010.11328125,13419.0532038252,0.0
189,123104,4291,3813.0,14218,1580.0,5235,64.8,61389,648.0,15.1013749708693,34.12,2.83,3.28,55.16,16.52,15.42,12.84,8413572.18261719,11537.8647810315,0.0
190,123203,3490,2553.0,15384,1103.0,4862,50.2,53130,545.0,15.6160458452722,14.57,5.77,0.93,77.45,37.02,24.01,14.03,6324538.12304688,12755.8729611168,0.0
191,123204,3135,2914.0,25046,1038.0,8293,55.2,61471,714.0,22.7751196172249,15.71,2.85,3.56,77.14,35.96,20.18,19.08,3489507.86132813,7926.03455907888,0.0
192,123205,2506,2031.0,8566,757.0,2588,51.6,49280,652.0,26.017557861133305,22.94,3.13,2.14,71.8,36.14,23.09,16.29,8155654.95703125,11532.58692814,0.0
193,123206,2902,1909.0,12469,875.0,3759,69.2,33724,744.0,25.6374913852515,14.16,1.03,2.58,79.04,37.14,28.29,31.71,6488594.38769531,10269.8071465499,0.0
194,123301,4449,3810.0,8841,1650.0,3279,63.1,56380,728.0,16.3632276916161,29.57,6.16,23.93,38.95,18.95,13.94,12.75,14029676.3769531,17682.8630877289,5.338801
195,123303,3115,2361.0,12738,936.0,3828,66.9,53866,555.0,17.8170144462279,31.08,1.4,6.54,57.27,24.9,25.03,13.03,6817488.24804688,13030.0571615571,0.0
196,123304,4560,3714.0,13436,1756.0,5174,65.7,41438,970.0,21.2719298245614,46.1,1.2,5.92,44.97,23.67,27.41,23.78,9461746.25390625,13423.346681979496,7.501514
197,123410,3926,3028.0,20456,1278.0,6659,64.8,51094,484.0,12.3280692817117,51.54,3.37,8.6,36.29,15.69,20.28,24.75,5350547.04785156,9501.506575734807,0.101547
198,123420,4498,3898.0,14809,1427.0,4698,63.0,47183,962.0,21.3872832369942,36.45,4.95,1.32,57.29,22.5,21.34,14.01,8467590.22167969,14727.1048164834,0.0
199,123510,5002,4095.0,16226,1673.0,5427,62.1,47776,922.0,18.4326269492203,28.87,2.75,10.63,51.19,21.51,31.62,13.22,8594011.6171875,12270.6737190713,0.013193
200,123520,2668,2145.0,13528,917.0,4650,66.9,48696,640.0,23.9880059970015,33.83,0.18,1.82,57.52,19.63,21.49,8.550000000000002,5498246.87792969,12490.8750541126,0.034432
201,123601,5010,3888.0,8468,1911.0,3230,66.8,57588,735.0,14.6706586826347,55.94,5.34,4.01,32.15,19.26,13.66,17.48,16494226.6308594,18301.282856234295,2.220165
202,123602,3477,2856.0,9707,1335.0,3727,69.5,47593,858.0,24.6764452113891,49.43,11.82,6.87,28.91,16.39,9.59,4.73,9985609.13574219,14187.4567023163,0.0
203,123700,4175,3832.0,11355,1536.0,4177,70.7,80710,410.0,9.820359281437128,56.2,8.390000000000002,0.65,31.24,19.78,19.57,10.73,10250472.0361328,13103.936436337,0.0
204,123800,5759,4787.0,11563,2426.0,4871,65.5,82785,864.0,15.0026046188574,60.12,3.11,4.49,28.01,8.79,10.72,11.21,13884988.8515625,17448.9974692833,0.688183
205,123901,4592,3710.0,9212,1523.0,3055,61.2,52083,646.0,14.0679442508711,27.11,7.18,6.52,53.87,21.0,10.51,12.25,13897463.0253906,15030.3545498662,3.31272
206,123902,2625,2165.0,10233,1148.0,4475,71.8,78304,429.0,16.3428571428571,48.55,5.5,12.36,30.8,5.5,8.18,6.07,7151226.42675781,11695.1972169304,0.0
207,124000,4763,4355.0,9138,2156.0,4136,68.3,85941,410.0,8.608020155364272,76.04,2.22,5.45,11.9,6.98,3.24,9.07,14531311.7353516,16693.3407101232,0.0
208,124102,3644,2834.0,14538,1625.0,6483,59.5,48088,1010.0,27.7167947310648,31.39,2.94,19.14,41.39,17.22,13.55,13.95,6987656.390625,10573.0629542444,0.535925
209,124103,1849,1449.0,14784,601.0,4805,66.3,45598,291.0,15.7382368848026,24.93,1.01,9.37,62.78,25.12,22.5,24.43,3486761.99804688,7921.977728360981,0.0
210,124104,2570,2086.0,20517,1019.0,8135,65.1,41573,294.0,11.4396887159533,33.76,4.04,0.54,55.96,16.73,18.89,15.63,3492065.2109375,7927.11849635573,0.0
211,124105,2402,1738.0,19170,909.0,7255,61.4,52708,217.0,9.03413821815154,33.1,1.66,5.82,55.36,20.08,23.01,29.44,3493113.80957031,7929.0392647734,0.0
212,124201,3362,2834.0,8953,1168.0,3111,63.8,63750,434.0,12.9089827483641,25.11,2.99,7.58,60.91,25.55,20.75,13.52,10468289.925781302,13209.6382278183,1.963746
213,124203,2430,1885.0,19411,893.0,7133,63.7,53409,212.0,8.72427983539095,30.96,2.12,9.25,53.66,18.09,15.86,19.39,3490019.01269531,7927.10064448868,0.0
214,124204,2761,1584.0,22048,1072.0,8561,57.0,44383,622.0,22.5280695400217,26.83,3.05,6.59,53.83,27.46,20.52,18.79,3491073.75683594,7925.26419167351,0.0
215,124300,3816,2522.0,11093,1395.0,4055,61.2,43807,287.0,7.520964360587,32.26,3.84,6.47,55.19,21.49,14.16,25.92,9590065.298828132,12560.907999955396,2.74967
216,124400,4308,3898.0,11437,1713.0,4548,73.2,88125,275.0,6.38347260909935,64.86,2.04,3.42,25.85,9.06,11.34,7.16,10500728.1474609,13194.5153464696,0.700005
217,124500,2906,2351.0,9316,1254.0,4020,71.3,89125,336.0,11.5622849277357,60.74,2.39,6.27,13.4,8.460000000000004,9.57,5.43,8695824.57324219,14054.8987592004,0.0
218,124600,3275,2338.0,7574,1396.0,3228,71.0,63370,218.0,6.65648854961832,69.61,2.34,3.61,14.58,3.42,0.6,5.42,12055244.0390625,14291.0482668411,0.0
219,124700,5361,4850.0,10195,2466.0,4690,69.0,101719,190.0,3.54411490393583,70.98,5.4,4.57,15.0,3.71,1.46,6.45,14659153.1884766,17855.509965974,0.0
220,124902,2848,2523.0,21787,1482.0,11337,64.0,40668,407.0,14.2907303370787,51.09,10.76,11.32,21.89,6.54,7.53,15.29,3644289.50683594,8062.469726277511,0.0
221,124903,3599,3128.0,29935,1712.0,14240,65.2,76780,615.0,17.0880800222284,45.78,15.83,7.88,24.88,9.46,9.08,6.92,3351724.23144531,7812.2009161201,0.0
222,125101,3962,3349.0,15793,2102.0,8379,67.7,73638,425.0,10.7269056032307,58.68,15.98,5.44,16.18,5.34,5.46,4.45,6993797.27441406,10577.5947623964,0.0
223,125102,2209,1617.0,8817,1036.0,4135,63.9,108021,243.0,11.0004526935265,54.36,8.86,13.44,20.13,12.31,6.43,12.87,6984254.142578131,10570.9067217024,0.0
224,125200,3990,3245.0,7927,2028.0,4029,56.2,80915,242.0,6.06516290726817,55.94,4.99,4.39,26.21,9.24,10.42,15.07,14032632.2470703,15860.7230746363,14.905246
225,125310,4922,3360.0,12096,2417.0,5940,51.3,53769,793.0,16.111336854937,42.98,15.09,3.25,36.24,10.27,7.86,18.38,11344368.796875,19251.0938489439,0.0
226,125321,3007,2730.0,30041,1541.0,15395,58.9,49560,362.0,12.0385766544729,36.52,6.12,13.95,39.07,8.42,12.38,20.76,2790573.45214844,6882.61422469102,0.0
227,125322,2182,1986.0,15143,1552.0,10771,45.6,33818,624.0,28.5976168652612,45.71,3.75,5.41,36.89,12.03,16.57,25.59,4016990.46386719,8863.78248700214,0.0
228,125402,4073,3762.0,14393,2137.0,7552,69.5,80703,395.0,9.698011293886568,66.61,4.37,9.62,15.8,4.52,4.04,6.49,7889271.70703125,11288.3540347047,0.0
229,125403,2096,2491.0,32251,1698.0,26127,61.9,73654,120.0,5.72519083969466,53.38,5.75,6.64,34.24,5.1,4.18,8.5,1811797.30566406,6036.395241424,0.0
230,125404,3100,2620.0,34994,1797.0,20285,49.0,65778,752.0,24.258064516129,45.03,25.13,17.67,7.35,1.22,2.48,11.35,2469661.95703125,8591.64330941698,0.0
231,125501,3244,2547.0,18105,1547.0,8634,63.6,48647,613.0,18.8964241676942,62.75,7.31,9.42,16.49,8.44,5.18,18.61,4995201.96972656,9227.60363304414,0.0
232,125502,3607,3310.0,17866,1940.0,9609,66.1,69397,449.0,12.448017743277,62.02,4.87,8.79,22.0,12.33,7.07,17.78,5628290.55957031,9622.55792009732,0.0
233,125600,2663,2336.0,6747,1255.0,3180,70.2,72096,230.0,8.63687570409313,51.57,7.83,10.6,24.87,3.34,6.76,11.43,11003262.2324219,14763.8736137041,0.0
234,127102,5453,4278.0,16437,1658.0,4998,57.0,50224,1407.0,25.8023106546855,14.01,8.78,5.68,69.77,29.52,25.32,7.34,9248440.21679688,12299.3650288826,0.0
235,127103,3211,2328.0,29076,1105.0,10006,54.6,55477,64.0,1.99314855185301,35.76,2.88,5.76,49.44,16.84,21.65,16.57,3078754.59765625,7541.247234113821,0.0
236,127104,4148,2977.0,15179,1293.0,4732,62.7,55927,563.0,13.572806171649,31.08,1.82,7.39,58.52,21.16,21.03,3.7,7618187.606445311,11271.0613933184,0.0
237,127210,5500,4751.0,9242,1834.0,3082,58.6,55614,744.0,13.5272727272727,15.47,10.69,13.43,59.11,22.71,16.9,9.94,16590336.4677734,19666.154082875895,0.0
238,127220,4997,3909.0,19823,1702.0,6752,68.6,43188,935.0,18.7112267360416,24.18,3.41,10.1,59.04,23.28,22.69,12.86,7027601.70117188,10597.7543516699,0.0
239,127300,3751,2826.0,9172,1384.0,3384,57.4,54659,387.0,10.317248733671,23.59,3.74,9.45,57.08,16.56,19.85,7.93,11400820.5693359,15057.6559858752,0.0
240,127400,5545,4794.0,6583,1820.0,2161,61.3,61806,565.0,10.1893597835888,16.04,0.97,3.45,77.71,28.58,21.36,16.78,23481259.373046897,25121.3298352397,0.0
241,127520,4212,3334.0,29995,1384.0,9856,58.0,38333,1146.0,27.2079772079772,7.79,5.48,6.22,79.49,41.96,37.28,18.71,3914727.6328125,7988.037296838499,0.0
242,127603,2944,1995.0,17676,895.0,5374,60.6,48446,491.0,16.6779891304348,16.04,1.65,2.8,77.51,22.76,24.96,6.22,4643287.94824219,9725.944191328468,0.0
243,127604,3239,2643.0,19307,1314.0,7832,62.1,43097,623.0,19.2343315838222,31.05,3.93,6.15,56.1,24.52,23.76,10.08,4677029.4140625,9875.25062631679,0.0
244,127605,3333,2769.0,13310,1123.0,4485,57.9,47099,939.0,28.1728172817282,20.07,6.4,4.83,65.54,29.79,27.95,9.99,6981245.81542969,10568.6411806536,0.0
245,127606,3247,2497.0,15468,1119.0,5331,69.1,64133,381.0,11.7339082229751,23.14,4.440000000000002,8.17,62.14,17.18,17.14,10.26,5852103.90332031,9732.730950324372,0.0
246,127711,3508,2613.0,9588,1168.0,3192,65.9,66016,466.0,13.2839224629418,30.33,8.41,6.6,53.53,24.68,16.92,6.15,10199768.0273438,13542.4699209485,0.0
247,127712,3875,2945.0,17608,1527.0,6939,47.3,46026,803.0,20.7225806451613,22.99,10.91,4.92,60.03,20.51,22.89,12.16,6135131.61230469,9824.356993858768,0.0
248,127803,5079,3820.0,20529,1747.0,7061,61.2,45278,1339.0,26.3634573734987,26.27,3.02,13.12,54.88,29.27,30.97,17.43,6897436.31152344,10521.7462709655,0.0
249,127804,4458,3798.0,18095,1637.0,6645,62.3,59693,384.0,8.613728129205922,24.57,3.58,12.91,56.91,19.85,17.3,7.39,6868353.64550781,10483.5686337302,0.0
250,127805,3514,2847.0,14812,1071.0,4514,61.7,52917,290.0,8.25270347182698,29.45,7.12,5.44,57.76,26.59,28.8,16.71,6614074.62695313,13204.827279325398,0.0
251,127806,3545,2330.0,13441,1470.0,5573,61.3,44565,567.0,15.9943582510578,19.1,6.5,10.28,63.08,29.18,29.14,6.5,7352993.19238281,13484.5354959615,0.0
252,127910,5157,3828.0,20557,1536.0,6123,53.8,45455,1010.0,19.5850300562342,12.4,2.57,6.72,78.07,24.43,25.81,8.24,6993754.40332031,10580.3823951347,0.755789
253,127920,4247,3867.0,16957,1336.0,5334,63.9,49604,962.0,22.6512832587709,47.2,1.15,3.52,45.44,17.27,24.49,7.04,6982234.68066406,10569.2063708434,0.0
254,128101,3669,2644.0,14645,1290.0,5149,69.0,58125,481.0,13.1098391932407,36.03,6.67,5.77,48.56,15.05,20.23,8.17,6984201.74511719,10570.7581495708,0.0
255,128102,4906,3800.0,19586,1499.0,5984,60.4,45054,865.0,17.6314716673461,16.3,3.25,4.88,74.73,28.34,32.18,11.83,6983275.12011719,10570.6971584158,0.280883
256,128210,4825,3664.0,22725,1598.0,7526,52.8,35969,1604.0,33.2435233160622,9.37,4.97,3.51,79.7,36.95,28.49,17.56,5919273.86523438,9764.43827420419,0.0
257,128220,3099,2355.0,14447,1246.0,5809,64.9,47611,538.0,17.3604388512423,39.57,9.31,4.230000000000002,43.88,20.72,21.87,16.05,5979977.10449219,10040.0531723268,0.0
258,128302,4646,3895.0,17469,1483.0,5576,57.6,50598,952.0,20.4907447266466,18.05,2.37,4.49,74.63,35.4,26.01,14.18,7414485.40625,12437.5243615015,1.30546
259,128303,3886,2975.0,24316,1218.0,7621,45.9,38880,1208.0,31.0859495625322,10.26,1.18,2.14,85.31,40.0,46.18,10.24,4455381.34472656,9765.85929538618,0.0
260,128400,4521,3565.0,6785,1802.0,2704,63.9,97935,651.0,14.3994691439947,49.37,10.69,4.24,30.94,5.11,13.8,3.24,18576516.5849609,22571.8203341906,0.0
261,128500,4325,3616.0,11504,2040.0,5426,64.3,96048,130.0,3.00578034682081,61.95,5.37,9.3,15.62,7.96,1.94,6.53,10481214.3847656,13224.6566370599,0.0
262,128601,4424,3756.0,16805,1721.0,6537,61.8,55758,894.0,20.2079566003617,37.61,5.27,4.83,47.74,16.16,24.87,12.69,7339199.21484375,13840.6277963428,0.0
263,128602,3456,2604.0,7891,1451.0,3313,68.9,87772,372.0,10.7638888888889,77.43,2.21,3.02,14.73,11.37,5.41,8.49,12209301.9550781,14527.215279053,0.0
264,128703,3305,2811.0,10340,1723.0,5391,68.2,72837,141.0,4.26626323751891,66.2,6.89,4.29,16.57,2.88,2.24,2.35,8910739.95703125,11759.0300281417,19.833564
265,128704,2526,2007.0,7855,1161.0,3610,73.5,118609,183.0,7.24465558194774,74.49,2.54,2.41,20.07,10.91,2.49,4.7,8965439.16601563,12103.9478700416,0.0
266,128801,3787,3313.0,19932,1992.0,10484,65.0,69232,390.0,10.2983892263005,61.31,6.23,10.75,14.57,3.62,7.24,2.85,5296822.22265625,9461.71861768299,0.512097
267,128802,4681,3611.0,12484,2046.0,5457,67.8,93526,132.0,2.81991027558214,61.32,8.66,12.78,14.69,5.95,2.46,10.13,10452953.5986328,13223.9641707615,0.0
268,128910,4351,3777.0,8431,1944.0,3767,66.1,99750,195.0,4.481728338313032,60.69,4.62,8.800000000000002,16.34,4.69,6.04,2.43,14388073.4882813,17404.4230317818,2.137593
269,131021,2926,2493.0,13475,980.0,4513,66.0,54289,267.0,9.12508544087492,18.57,5.46,11.26,61.42,31.85,31.61,12.41,6053641.28808594,10619.5458556085,0.0
270,131022,3447,2453.0,17707,1071.0,5502,68.5,55357,474.0,13.7510879025239,18.27,3.16,25.74,50.12,12.39,12.96,2.66,5427135.974609381,10054.9697812044,0.0
271,131023,2574,2302.0,11319,824.0,3623,64.7,60481,340.0,13.2090132090132,17.86,4.31,14.08,60.92,24.8,21.46,2.58,6339742.68066406,10095.4776531966,0.0
272,131024,3439,3181.0,10407,949.0,2872,59.1,93233,380.0,11.0497237569061,22.65,1.65,3.37,70.56,26.41,18.26,9.78,9212622.6640625,12287.1429249406,0.0
273,131100,3297,2641.0,7751,1090.0,2562,76.6,91989,222.0,6.73339399454049,38.29,0.82,7.5,49.68,16.4,9.01,3.6,11859136.405273398,14177.7720497899,0.0
274,131200,3547,2791.0,8142,1165.0,2674,74.8,89507,243.0,6.85085988159008,55.84,3.17,3.62,36.98,10.35,5.27,7.27,12145358.9521484,14480.990876114,0.0
275,131300,4845,3673.0,11225,1256.0,2910,81.2,66042,493.0,10.1754385964912,16.0,2.11,16.86,62.57,20.53,15.11,8.12,12033304.5175781,14396.2257319161,0.0
276,131400,6146,5242.0,14379,1824.0,4267,69.1,74115,478.0,7.77741620566222,25.98,3.62,17.64,49.21,14.86,11.71,6.03,11916305.289062498,14307.2213218142,0.0
277,131600,5402,3951.0,6387,1466.0,1733,69.6,74868,487.0,9.01517956312477,21.59,4.46,10.72,59.74,28.88,21.21,8.470000000000002,23580778.1835938,19437.324190775,0.145171
278,131701,4793,4151.0,18820,1758.0,6903,71.6,74294,796.0,16.6075526809931,26.95,4.09,15.65,51.12,18.84,16.29,6.93,7100111.06152344,10658.5007833468,0.0
279,131702,3674,2848.0,13197,1115.0,4005,72.0,62746,76.0,2.06859009254219,28.57,11.45,21.55,36.04,13.27,11.41,6.42,7761381.87304688,11155.2366348134,0.0
280,131801,3133,2359.0,12364,937.0,3698,66.3,50563,443.0,14.1398021066071,12.1,1.14,18.91,62.05,26.79,15.85,12.24,7064102.640625,10634.0758437379,0.0
281,131802,2477,2499.0,9732,752.0,2955,68.7,87050,0.0,0.0,22.7,18.59,16.65,39.72,15.69,9.88,2.62,7095756.60058594,10655.7989980301,0.0
282,131900,4419,3650.0,8683,1434.0,2818,80.4,108424,242.0,5.47635211586332,37.23,3.79,8.52,43.24,13.18,7.95,3.27,14188183.7871094,15934.6497998113,0.0
283,132001,3326,2573.0,8894,1207.0,3228,76.3,76972,110.0,3.30727600721587,38.53,3.48,11.4,32.85,11.58,6.41,2.31,10425781.1035156,13176.7236040214,0.0
284,132002,3197,2633.0,5175,1109.0,1795,76.3,87432,50.0,1.56396621832968,31.41,3.33,3.0,55.26,18.23,10.44,6.49,17223434.6796875,21045.8260367229,2.630045
285,132101,4306,3326.0,13761,1620.0,5177,69.2,58849,1320.0,30.6549001393405,24.9,7.09,6.39,58.39,18.16,16.81,6.25,8723825.91210938,11887.8822865108,0.0
286,132102,5642,4094.0,10657,1788.0,3377,63.2,53190,601.0,10.6522509748316,33.3,11.78,13.63,37.32,18.59,15.41,12.92,14759855.7871094,18876.3353759073,0.0
287,132301,3536,3356.0,14515,1470.0,6034,66.3,46808,619.0,17.5056561085973,15.66,7.57,16.3,57.05,18.15,23.75,8.79,6791553.40039063,13146.9816299479,0.0
288,132302,2957,2843.0,11827,892.0,3568,73.8,75949,126.0,4.26107541427122,16.58,0.6,17.09,65.73,24.52,25.54,6.63,6970277.960937499,13199.8563530712,0.0
289,132501,4356,3612.0,16008,1216.0,4469,70.1,60677,316.0,7.25436179981635,30.11,1.56,5.34,59.48,29.43,18.6,6.2,7585902.834960941,11008.2848037174,0.0
290,132502,4278,2780.0,17735,1324.0,5489,67.2,40179,923.0,21.575502571295,48.69,3.78,9.68,33.92,12.91,14.78,7.93,6724907.02050781,10978.7455429792,2.45732
291,132700,5030,3583.0,9860,1636.0,3207,74.0,75234,707.0,14.0556660039761,31.63,0.63,5.14,59.46,26.88,18.84,11.77,14222014.8037109,15692.7242051477,1.211733
292,132900,3585,3014.0,7776,1337.0,2900,71.4,79534,120.0,3.34728033472803,60.41,1.44,8.220000000000002,21.28,14.8,12.64,8.9,12852276.71875,18197.0142063262,7.246939
293,133000,4468,3839.0,11547,1295.0,3347,75.7,75131,769.0,17.2112802148612,29.59,0.45,7.99,60.13,19.12,15.55,13.09,10787218.861328103,14158.0107346374,0.0
294,133101,2029,1396.0,7917,716.0,2794,70.2,65954,48.0,2.3656973878758,62.85,3.48,5.72,22.84,10.39,15.19,8.4,7144927.03417969,10976.4377414969,0.0
