OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,total,pct_walk,unwalkable,unwalkab_1,unwalkab_2,unwalkab_3,unwalkab_4,unwalkab_5,unwalkab_6,unwalkab_7,unwalkab_8,unwalkab_9,unwalkab10,unwalkab11,unwalkab12,unwalkab13,unwalkab14,unwalkab15,unwalkab16,unwalkab17,unwalkab18,unwalkab19
"38","104821","3506","2416","17076","728","3546",58.500000000000000,"70655","504",14.375356531660000,3.370000000000000,2.110000000000000,2.910000000000000,90.540000000000006,36.670000000000002,25.289999999999999,10.960000000000001,5723796.179687500000000,11302.241035599899988,531805.566000,"46","104821","3506","2416","17076","728","3546",58.500000000000000,"70655","504",14.375356531660000,3.370000000000000,2.110000000000000,2.910000000000000,90.540000000000006,36.670000000000002,25.289999999999999,10.960000000000001,5723796.179687500000000,11302.241035599899988,289400.35161
"39","104822","2385","1900","10222","474","2032",68.400000000000006,"53542","417",17.484276729559699,2.920000000000000,0.310000000000000,5.880000000000000,89.980000000000004,44.740000000000002,28.260000000000002,13.380000000000001,6504668.792968750000000,13769.433282670701374,604357.138100,"11","104822","2385","1900","10222","474","2032",68.400000000000006,"53542","417",17.484276729559699,2.920000000000000,0.310000000000000,5.880000000000000,89.980000000000004,44.740000000000002,28.260000000000002,13.380000000000001,6504668.792968750000000,13769.433282670701374,537577.89190
"40","104823","3046","2415","14849","619","3018",64.599999999999994,"90852","541",17.760998030203499,2.300000000000000,0.000000000000000,10.270000000000000,87.439999999999998,45.630000000000003,30.680000000000000,15.880000000000001,5718767.151367190293968,11300.803638732699255,531337.680300,"53","104823","3046","2415","14849","619","3018",64.599999999999994,"90852","541",17.760998030203499,2.300000000000000,0.000000000000000,10.270000000000000,87.439999999999998,45.630000000000003,30.680000000000000,15.880000000000001,5718767.151367190293968,11300.803638732699255,248756.27583
"41","104824","2144","1967","9380","419","1833",57.299999999999997,"73365","63",2.938432835820900,1.330000000000000,0.720000000000000,1.590000000000000,94.090000000000003,42.250000000000000,16.680000000000000,14.170000000000000,6371995.350585940293968,11599.983837223100636,592029.479900,"41","104824","2144","1967","9380","419","1833",57.299999999999997,"73365","63",2.938432835820900,1.330000000000000,0.720000000000000,1.590000000000000,94.090000000000003,42.250000000000000,16.680000000000000,14.170000000000000,6371995.350585940293968,11599.983837223100636,351385.65905
"42","106010","3418","2529","3516","947","974",69.299999999999997,"96964","122",3.569338794616730,21.489999999999998,3.220000000000000,2.380000000000000,69.769999999999996,11.859999999999999,5.690000000000000,5.260000000000000,27098616.761718798428774,23979.493736662599986,2517808.117000,"84","106010","3418","2529","3516","947","974",69.299999999999997,"96964","122",3.569338794616730,21.489999999999998,3.220000000000000,2.380000000000000,69.769999999999996,11.859999999999999,5.690000000000000,5.260000000000000,27098616.761718798428774,23979.493736662599986,410333.55516
"43","106020","5592","4339","7178","1419","1821",74.400000000000006,"85800","949",16.970672389127301,16.670000000000002,0.270000000000000,1.300000000000000,80.519999999999996,27.399999999999999,18.020000000000000,2.690000000000000,21718323.763671901077032,23226.029196970801422,2017908.487000,"49","106020","5592","4339","7178","1419","1821",74.400000000000006,"85800","949",16.970672389127301,16.670000000000002,0.270000000000000,1.300000000000000,80.519999999999996,27.399999999999999,18.020000000000000,2.690000000000000,21718323.763671901077032,23226.029196970801422,1029194.94387
"44","106111","4368","3536","4060","1362","1266",59.100000000000001,"107277","177",4.052197802197800,26.129999999999999,4.270000000000000,8.400000000000000,60.640000000000001,20.930000000000000,6.730000000000000,4.230000000000002,29992030.221679698675871,28008.800013197698718,2786640.138000,"88","106111","4368","3536","4060","1362","1266",59.100000000000001,"107277","177",4.052197802197800,26.129999999999999,4.270000000000000,8.400000000000000,60.640000000000001,20.930000000000000,6.730000000000000,4.230000000000002,29992030.221679698675871,28008.800013197698718,330728.55444
"45","106112","6238","4043","5005","1506","1208",72.599999999999994,"96688","619",9.923052260339849,17.469999999999999,3.910000000000000,8.210000000000004,68.239999999999995,17.120000000000001,7.020000000000000,7.880000000000000,34747532.184570297598839,49778.508982318802737,3228475.061000,"40","106112","6238","4043","5005","1506","1208",72.599999999999994,"96688","619",9.923052260339849,17.469999999999999,3.910000000000000,8.210000000000004,68.239999999999995,17.120000000000001,7.020000000000000,7.880000000000000,34747532.184570297598839,49778.508982318802737,1938162.51986
"46","106113","3951","2879","7090","1002","1798",74.299999999999997,"99952","159",4.024297646165530,15.380000000000001,3.830000000000000,6.440000000000000,73.299999999999997,22.059999999999999,11.359999999999999,1.750000000000000,15535764.407226599752903,19829.407023429001129,1443464.492000,"21","106113","3951","2879","7090","1002","1798",74.299999999999997,"99952","159",4.024297646165530,15.380000000000001,3.830000000000000,6.440000000000000,73.299999999999997,22.059999999999999,11.359999999999999,1.750000000000000,15535764.407226599752903,19829.407023429001129,1136111.62910
"47","106114","6628","4575","16924","1702","4346",62.100000000000001,"65970","1064",16.053108026554000,4.870000000000000,2.420000000000000,10.039999999999999,82.370000000000005,32.460000000000001,18.620000000000001,12.550000000000001,10918013.307617200538516,17233.455189765598334,1014417.344000,"33","106114","6628","4575","16924","1702","4346",62.100000000000001,"65970","1064",16.053108026554000,4.870000000000000,2.420000000000000,10.039999999999999,82.370000000000005,32.460000000000001,18.620000000000001,12.550000000000001,10918013.307617200538516,17233.455189765598334,674849.31113
"48","106403","3701","2647","8671","811","1900",66.400000000000006,"82875","145",3.917860037827610,8.000000000000000,1.350000000000000,0.230000000000000,87.780000000000001,43.450000000000003,19.300000000000001,14.740000000000000,11899848.721679700538516,14300.566398919099811,1105642.619000,"78","106403","3701","2647","8671","811","1900",66.400000000000006,"82875","145",3.917860037827610,8.000000000000000,1.350000000000000,0.230000000000000,87.780000000000001,43.450000000000003,19.300000000000001,14.740000000000000,11899848.721679700538516,14300.566398919099811,248378.06762
"49","106405","3967","3344","8770","1128","2494",66.900000000000006,"64490","967",24.376102848500100,15.119999999999999,6.680000000000000,1.290000000000000,75.340000000000003,39.619999999999997,13.190000000000000,7.590000000000000,12611159.791992200538516,14491.751968531300008,1171734.741000,"52","106405","3967","3344","8770","1128","2494",66.900000000000006,"64490","967",24.376102848500100,15.119999999999999,6.680000000000000,1.290000000000000,75.340000000000003,39.619999999999997,13.190000000000000,7.590000000000000,12611159.791992200538516,14491.751968531300008,567840.87197
"50","106406","6163","5039","7927","1553","1998",74.200000000000003,"89059","241",3.910433230569530,21.230000000000000,1.110000000000000,6.980000000000000,69.450000000000003,31.550000000000001,13.160000000000000,3.870000000000000,21673389.519531302154064,21131.507997615801287,2013733.034000,"31","106406","6163","5039","7927","1553","1998",74.200000000000003,"89059","241",3.910433230569530,21.230000000000000,1.110000000000000,6.980000000000000,69.450000000000003,31.550000000000001,13.160000000000000,3.870000000000000,21673389.519531302154064,21131.507997615801287,1397824.05418
"51","106407","2896","1910","32315","915","10210",65.900000000000006,"33125","824",28.453038674033099,10.960000000000001,7.490000000000000,4.580000000000000,75.519999999999996,36.960000000000001,18.219999999999999,18.710000000000001,2498435.387695310171694,6355.671932952460338,232135.735700,"36","106407","2896","1910","32315","915","10210",65.900000000000006,"33125","824",28.453038674033099,10.960000000000001,7.490000000000000,4.580000000000000,75.519999999999996,36.960000000000001,18.219999999999999,18.710000000000001,2498435.387695310171694,6355.671932952460338,147842.01686
"52","106408","3422","2478","38695","999","11296",55.200000000000003,"54038","543",15.867913500876700,4.110000000000001,1.960000000000000,2.930000000000000,90.290000000000006,21.350000000000001,18.520000000000000,13.869999999999999,2465456.702148439828306,6295.678783475939781,229071.760000,"48","106408","3422","2478","38695","999","11296",55.200000000000003,"54038","543",15.867913500876700,4.110000000000001,1.960000000000000,2.930000000000000,90.290000000000006,21.350000000000001,18.520000000000000,13.869999999999999,2465456.702148439828306,6295.678783475939781,118335.60707
"53","106510","5801","4451","2595","1515","678",66.799999999999997,"85032","463",7.981382520255130,14.119999999999999,3.410000000000000,20.410000000000000,61.009999999999998,19.879999999999999,9.570000000000000,8.100000000000000,62320912.963867202401161,37019.917760376003571,5790402.645000,"31","106510","5801","4451","2595","1515","678",66.799999999999997,"85032","463",7.981382520255130,14.119999999999999,3.410000000000000,20.410000000000000,61.009999999999998,19.879999999999999,9.570000000000000,8.100000000000000,62320912.963867202401161,37019.917760376003571,4023274.61112
"54","106520","5703","4448","6697","1040","1221",63.799999999999997,"71435","818",14.343328072944100,6.740000000000000,0.040000000000000,2.080000000000000,90.950000000000003,27.649999999999999,23.520000000000000,10.100000000000000,23741526.451171901077032,19779.300710176699795,2205881.404000,"16","106520","5703","4448","6697","1040","1221",63.799999999999997,"71435","818",14.343328072944100,6.740000000000000,0.040000000000000,2.080000000000000,90.950000000000003,27.649999999999999,23.520000000000000,10.100000000000000,23741526.451171901077032,19779.300710176699795,1857718.97565
"55","106603","3030","2889","760","994","249",78.299999999999997,"130806","40",1.320132013201320,48.770000000000003,2.350000000000000,17.879999999999999,28.210000000000001,5.640000000000000,3.050000000000000,2.100000000000000,111084787.791991993784904,48440.463658370805206,10321143.050000,"75","106603","3030","2889","760","994","249",78.299999999999997,"130806","40",1.320132013201320,48.770000000000003,2.350000000000000,17.879999999999999,28.210000000000001,5.640000000000000,3.050000000000000,2.100000000000000,111084787.791991993784904,48440.463658370805206,2565858.49568
"56","106604","5431","3319","5368","1257","1243",61.899999999999999,"56794","387",7.125759528631930,4.590000000000000,2.470000000000000,2.030000000000000,89.390000000000001,32.060000000000002,22.690000000000001,6.860000000000000,28203053.589843798428774,26326.170547787703981,2620408.821000,"50","106604","5431","3319","5368","1257","1243",61.899999999999999,"56794","387",7.125759528631930,4.590000000000000,2.470000000000000,2.030000000000000,89.390000000000001,32.060000000000002,22.690000000000001,6.860000000000000,28203053.589843798428774,26326.170547787703981,1306334.13371
"57","106641","2363","1757","5390","790","1802",82.099999999999994,"111000","122",5.162928480744820,72.569999999999993,0.620000000000000,12.730000000000000,6.030000000000000,9.160000000000000,11.330000000000000,7.680000000000000,12221119.861328100785613,19091.784705384001427,1135487.822000,"37","106641","2363","1757","5390","790","1802",82.099999999999994,"111000","122",5.162928480744820,72.569999999999993,0.620000000000000,12.730000000000000,6.030000000000000,9.160000000000000,11.330000000000000,7.680000000000000,12221119.861328100785613,19091.784705384001427,712395.44236
"58","106642","3398","2646","5579","1094","1796",83.599999999999994,"112273","319",9.387875220718071,60.259999999999998,4.370000000000000,7.620000000000000,23.920000000000002,4.880000000000000,4.160000000000000,7.690000000000000,16979505.966796901077032,20368.879149799198785,1577593.244000,"29","106642","3398","2646","5579","1094","1796",83.599999999999994,"112273","319",9.387875220718071,60.259999999999998,4.370000000000000,7.620000000000000,23.920000000000002,4.880000000000000,4.160000000000000,7.690000000000000,16979505.966796901077032,20368.879149799198785,1119728.21120
"59","106643","4101","3722","2448","1350","806",73.500000000000000,"176429","2",0.048768593026091,53.759999999999998,0.330000000000000,21.570000000000000,13.150000000000000,6.150000000000000,9.890000000000001,1.740000000000000,46699507.111328102648258,32813.780627774896857,4338930.921000,"56","106643","4101","3722","2448","1350","806",73.500000000000000,"176429","2",0.048768593026091,53.759999999999998,0.330000000000000,21.570000000000000,13.150000000000000,6.150000000000000,9.890000000000001,1.740000000000000,46699507.111328102648258,32813.780627774896857,1890767.27724
"60","106645","3531","3211","3618","1210","1240",79.200000000000003,"114295","133",3.766638346077600,58.990000000000002,1.130000000000000,15.369999999999999,22.079999999999998,6.600000000000000,4.050000000000000,5.280000000000000,27207863.299804698675871,30208.292936382898915,2527932.549000,"60","106645","3531","3211","3618","1210","1240",79.200000000000003,"114295","133",3.766638346077600,58.990000000000002,1.130000000000000,15.369999999999999,22.079999999999998,6.600000000000000,4.050000000000000,5.280000000000000,27207863.299804698675871,30208.292936382898915,1023119.12751
"61","106646","3360","2524","5896","989","1735",77.700000000000003,"111758","150",4.464285714285710,38.240000000000002,5.320000000000000,20.340000000000000,31.140000000000001,11.490000000000000,7.090000000000000,7.480000000000000,15888375.268554700538516,23434.587141189000249,1476213.667000,"23","106646","3360","2524","5896","989","1735",77.700000000000003,"111758","150",4.464285714285710,38.240000000000002,5.320000000000000,20.340000000000000,31.140000000000001,11.490000000000000,7.090000000000000,7.480000000000000,15888375.268554700538516,23434.587141189000249,1142649.95783
"62","106648","4826","3029","15765","1090","3561",59.000000000000000,"72165","782",16.203895565685901,2.910000000000000,0.280000000000000,0.000000000000000,96.510000000000005,36.810000000000002,26.770000000000000,22.649999999999999,8534183.948242189362645,13655.966390138699353,792927.905200,"82","106648","4826","3029","15765","1090","3561",59.000000000000000,"72165","782",16.203895565685901,2.910000000000000,0.280000000000000,0.000000000000000,96.510000000000005,36.810000000000002,26.770000000000000,22.649999999999999,8534183.948242189362645,13655.966390138699353,140753.64128
"63","106649","2795","2229","6507","704","1639",76.299999999999997,"94471","136",4.865831842576030,7.270000000000000,1.680000000000000,16.219999999999999,72.329999999999998,29.250000000000000,17.140000000000001,8.119999999999999,11975572.941406300291419,20764.180512760398415,1112672.901000,"89","106649","2795","2229","6507","704","1639",76.299999999999997,"94471","136",4.865831842576030,7.270000000000000,1.680000000000000,16.219999999999999,72.329999999999998,29.250000000000000,17.140000000000001,8.119999999999999,11975572.941406300291419,20764.180512760398415,122421.26719
"64","107010","3237","2535","12246","667","2523",59.500000000000000,"71546","184",5.684275563793640,2.070000000000000,0.340000000000000,1.140000000000000,95.900000000000006,26.940000000000001,24.579999999999998,11.300000000000001,7369001.022460941225290,12974.118644747599319,684670.240100,"85","107010","3237","2535","12246","667","2523",59.500000000000000,"71546","184",5.684275563793640,2.070000000000000,0.340000000000000,1.140000000000000,95.900000000000006,26.940000000000001,24.579999999999998,11.300000000000001,7369001.022460941225290,12974.118644747599319,101784.69813
"65","107020","5503","3875","14341","1234","3216",69.000000000000000,"80739","746",13.556242049791001,3.770000000000000,0.160000000000000,5.590000000000000,90.049999999999997,32.670000000000002,21.680000000000000,7.890000000000000,10697864.204101599752903,14666.268805517600413,993961.023500,"53","107020","5503","3875","14341","1234","3216",69.000000000000000,"80739","746",13.556242049791001,3.770000000000000,0.160000000000000,5.590000000000000,90.049999999999997,32.670000000000002,21.680000000000000,7.890000000000000,10697864.204101599752903,14666.268805517600413,469010.50391
"66","108101","2343","1997","5377","806","1850",84.000000000000000,"141250","143",6.103286384976530,56.579999999999998,1.480000000000000,20.710000000000001,19.020000000000000,10.470000000000001,7.110000000000000,4.010000000000000,12147387.642578098922968,14665.584429288199317,1128631.480000,"100","108101","2343","1997","5377","806","1850",84.000000000000000,"141250","143",6.103286384976530,56.579999999999998,1.480000000000000,20.710000000000001,19.020000000000000,10.470000000000001,7.110000000000000,4.010000000000000,12147387.642578098922968,14665.584429288199317,191.90292
"67","108102","3831","2659","4544","1284","1523",77.799999999999997,"109091","355",9.266510049595411,38.469999999999999,3.190000000000000,50.350000000000001,6.550000000000000,7.630000000000000,8.420000000000000,2.610000000000000,23504175.052734401077032,18955.338224433100550,2183808.157000,"94","108102","3831","2659","4544","1284","1523",77.799999999999997,"109091","355",9.266510049595411,38.469999999999999,3.190000000000000,50.350000000000001,6.550000000000000,7.630000000000000,8.420000000000000,2.610000000000000,23504175.052734401077032,18955.338224433100550,121153.63386
"68","108103","3195","2633","3227","1067","1078",78.099999999999994,"130585","30",0.938967136150235,54.280000000000001,0.000000000000000,24.370000000000001,14.340000000000000,4.900000000000000,7.290000000000000,2.100000000000000,27606102.276367202401161,36634.533286556601524,2564928.350000,,,,,,,,,,,,,,,,,,,,,
"69","108104","1706","1320","5350","585","1834",85.200000000000003,"150125","0",0.000000000000000,64.629999999999995,1.930000000000000,24.859999999999999,8.310000000000000,4.920000000000000,3.640000000000000,5.570000000000000,8890331.620117189362645,14765.739206601700062,826017.217900,,,,,,,,,,,,,,,,,,,,,
"70","108202","8684","5985","3762","3359","1455",66.700000000000003,"135603","96",1.105481345002300,28.800000000000001,21.129999999999999,36.829999999999998,8.460000000000004,10.730000000000000,7.700000000000000,2.400000000000000,64352782.121093802154064,35898.231412077599089,5979125.770000,"81","108202","8684","5985","3762","3359","1455",66.700000000000003,"135603","96",1.105481345002300,28.800000000000001,21.129999999999999,36.829999999999998,8.460000000000004,10.730000000000000,7.700000000000000,2.400000000000000,64352782.121093802154064,35898.231412077599089,1131242.64025
"71","108203","3520","2638","6644","1250","2359",79.200000000000003,"128646","17",0.482954545454545,31.289999999999999,13.440000000000000,42.530000000000001,6.600000000000000,4.210000000000000,6.940000000000000,2.480000000000000,14770769.890624998137355,16693.565074222398835,1372379.400000,,,,,,,,,,,,,,,,,,,,,
"72","108204","1814","1363","3280","652","1179",71.099999999999994,"125536","0",0.000000000000000,46.590000000000003,3.540000000000000,48.119999999999997,0.480000000000000,4.770000000000000,7.040000000000000,0.790000000000000,15420095.879882799461484,22338.876857913699496,1432704.586000,"100","108204","1814","1363","3280","652","1179",71.099999999999994,"125536","0",0.000000000000000,46.590000000000003,3.540000000000000,48.119999999999997,0.480000000000000,4.770000000000000,7.040000000000000,0.790000000000000,15420095.879882799461484,22338.876857913699496,2593.47344
"73","109100","2960","2214","2833","682","653",50.299999999999997,"70000","132",4.459459459459460,30.109999999999999,2.230000000000000,13.710000000000001,53.680000000000000,26.510000000000002,23.399999999999999,14.810000000000000,29123462.701171901077032,26332.228375689697714,2705906.094000,"80","109100","2960","2214","2833","682","653",50.299999999999997,"70000","132",4.459459459459460,30.109999999999999,2.230000000000000,13.710000000000001,53.680000000000000,26.510000000000002,23.399999999999999,14.810000000000000,29123462.701171901077032,26332.228375689697714,544147.49235
"74","109200","3182","2092","8105","1050","2674",72.900000000000006,"111293","10",0.314267756128221,23.090000000000000,4.080000000000000,30.370000000000001,41.990000000000002,9.080000000000000,4.210000000000000,8.070000000000000,10945273.366210902109742,16021.051166141500289,1016942.225000,"53","109200","3182","2092","8105","1050","2674",72.900000000000006,"111293","10",0.314267756128221,23.090000000000000,4.080000000000000,30.370000000000001,41.990000000000002,9.080000000000000,4.210000000000000,8.070000000000000,10945273.366210902109742,16021.051166141500289,482244.13705
"75","109300","3153","2406","6623","910","1912",77.799999999999997,"96339","127",4.027909927053601,33.909999999999997,0.650000000000000,16.539999999999999,45.430000000000000,9.640000000000001,8.190000000000000,8.029999999999999,13271683.350585900247097,17491.549535016998561,1233090.236000,"43","109300","3153","2406","6623","910","1912",77.799999999999997,"96339","127",4.027909927053601,33.909999999999997,0.650000000000000,16.539999999999999,45.430000000000000,9.640000000000001,8.190000000000000,8.029999999999999,13271683.350585900247097,17491.549535016998561,700724.07302
"76","109400","3798","3301","7621","1051","2109",67.900000000000006,"83986","201",5.292259083728280,12.340000000000000,0.470000000000000,2.650000000000000,80.459999999999994,24.600000000000001,24.930000000000000,15.990000000000000,13893160.902343800291419,17559.401823745098227,1290832.160000,"97","109400","3798","3301","7621","1051","2109",67.900000000000006,"83986","201",5.292259083728280,12.340000000000000,0.470000000000000,2.650000000000000,80.459999999999994,24.600000000000001,24.930000000000000,15.990000000000000,13893160.902343800291419,17559.401823745098227,36904.18545
"77","109500","4508","3255","9775","982","2129",53.500000000000000,"53594","820",18.189884649511999,2.370000000000000,0.080000000000000,3.600000000000000,93.939999999999998,38.619999999999997,29.550000000000001,17.530000000000001,12856453.762695299461484,20586.126589208601217,1194512.299000,"94","109500","4508","3255","9775","982","2129",53.500000000000000,"53594","820",18.189884649511999,2.370000000000000,0.080000000000000,3.600000000000000,93.939999999999998,38.619999999999997,29.550000000000001,17.530000000000001,12856453.762695299461484,20586.126589208601217,69467.90841
"78","109601","5056","3946","5826","1287","1483",75.500000000000000,"95820","141",2.788765822784810,22.469999999999999,0.780000000000000,6.190000000000000,66.640000000000001,19.340000000000000,7.580000000000000,4.010000000000000,24194049.099609401077032,20083.176123947701853,2247894.957000,"85","109601","5056","3946","5826","1287","1483",75.500000000000000,"95820","141",2.788765822784810,22.469999999999999,0.780000000000000,6.190000000000000,66.640000000000001,19.340000000000000,7.580000000000000,4.010000000000000,24194049.099609401077032,20083.176123947701853,331962.49965
"79","109603","4209","3301","10914","1299","3368",72.200000000000003,"65060","756",17.961511047754801,12.470000000000001,2.220000000000000,12.380000000000001,71.230000000000004,16.000000000000000,13.539999999999999,12.010000000000000,10751114.555664099752903,13424.284339147399805,998895.838700,"14","109603","4209","3301","10914","1299","3368",72.200000000000003,"65060","756",17.961511047754801,12.470000000000001,2.220000000000000,12.380000000000001,71.230000000000004,16.000000000000000,13.539999999999999,12.010000000000000,10751114.555664099752903,13424.284339147399805,857871.20676
"80","109604","2979","2432","6568","914","2015",70.400000000000006,"91776","205",6.881503860355820,15.600000000000000,2.020000000000000,8.830000000000000,68.500000000000000,15.210000000000001,8.840000000000000,3.480000000000000,12645174.244140600785613,14357.469586540499222,1174877.403000,"38","109604","2979","2432","6568","914","2015",70.400000000000006,"91776","205",6.881503860355820,15.600000000000000,2.020000000000000,8.830000000000000,68.500000000000000,15.210000000000001,8.840000000000000,3.480000000000000,12645174.244140600785613,14357.469586540499222,733457.72566
"81","109700","4376","3901","7143","1396","2279",76.700000000000003,"103153","353",8.066727605118830,39.020000000000003,7.440000000000000,12.220000000000001,38.100000000000001,11.380000000000001,7.900000000000000,7.170000000000000,17079329.342773400247097,17939.905350898701727,1586859.553000,"2","109700","4376","3901","7143","1396","2279",76.700000000000003,"103153","353",8.066727605118830,39.020000000000003,7.440000000000000,12.220000000000001,38.100000000000001,11.380000000000001,7.900000000000000,7.170000000000000,17079329.342773400247097,17939.905350898701727,1551270.60796
