OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,total,pct_walk,unwalkable,unwalkab_1,unwalkab_2,unwalkab_3,unwalkab_4,unwalkab_5,unwalkab_6,unwalkab_7,unwalkab_8,unwalkab_9,unwalkab10,unwalkab11,unwalkab12,unwalkab13,unwalkab14,unwalkab15,unwalkab16,unwalkab17,unwalkab18,unwalkab19
"771","224701","2056","2809","22613","559","6148",38.299999999999997,"32500","727",35.359922178988299,33.649999999999999,6.010000000000000,37.710000000000001,18.370000000000001,0.890000000000000,0.960000000000000,2.270000000000000,2534774.987304689828306,7580.362828920870015,235494.886800,,,,,,,,,,,,,,,,,,,,,
"772","224702","3283","3124","21496","1282","8394",19.800000000000001,"9722","2086",63.539445628997903,38.600000000000001,4.770000000000000,39.549999999999997,11.640000000000001,2.430000000000000,1.950000000000000,9.100000000000000,4257851.056640629656613,9804.975676717149327,395577.802400,,,,,,,,,,,,,,,,,,,,,
"773","226001","2601","1556","6510","523","1309",23.800000000000001,"34444","966",37.139561707035803,0.490000000000000,13.400000000000000,0.000000000000000,85.670000000000002,37.659999999999997,35.990000000000002,17.590000000000000,11138123.385742200538516,19074.269574218200432,1034784.067000,"68","226001","2601","1556","6510","523","1309",23.800000000000001,"34444","966",37.139561707035803,0.490000000000000,13.400000000000000,0.000000000000000,85.670000000000002,37.659999999999997,35.990000000000002,17.590000000000000,11138123.385742200538516,19074.269574218200432,335791.17322
"774","226002","3587","1707","3617","660","666",15.300000000000001,"37147","793",22.107610816838601,28.930000000000000,12.029999999999999,8.090000000000000,47.780000000000001,27.239999999999998,17.109999999999999,24.980000000000000,27645340.911132801324129,21400.411086400999920,2568383.968000,"23","226002","3587","1707","3617","660","666",15.300000000000001,"37147","793",22.107610816838601,28.930000000000000,12.029999999999999,8.090000000000000,47.780000000000001,27.239999999999998,17.109999999999999,24.980000000000000,27645340.911132801324129,21400.411086400999920,1984773.18141
"775","226410","3484","2600","31943","806","7390",53.200000000000003,"38438","1071",30.740528128587801,0.000000000000000,1.050000000000000,0.220000000000000,98.209999999999994,58.619999999999997,49.119999999999997,23.170000000000002,3040629.929687500000000,7123.364992918849566,282491.409000,,,,,,,,,,,,,,,,,,,,,
"776","226420","5051","3939","30641","1231","7468",53.600000000000001,"43464","1301",25.757275786972901,0.450000000000000,8.830000000000000,4.310000000000000,85.750000000000000,51.820000000000000,42.680000000000000,29.469999999999999,4595545.899414059706032,8778.892964153210414,426951.448200,,,,,,,,,,,,,,,,,,,,,
"777","226701","2941","2214","20253","710","4889",51.299999999999997,"65192","341",11.594695681740900,0.000000000000000,1.880000000000000,0.480000000000000,97.129999999999995,35.320000000000000,43.539999999999999,27.710000000000001,4048388.258789060171694,9183.652273773479465,376116.768900,"66","226701","2941","2214","20253","710","4889",51.299999999999997,"65192","341",11.594695681740900,0.000000000000000,1.880000000000000,0.480000000000000,97.129999999999995,35.320000000000000,43.539999999999999,27.710000000000001,4048388.258789060171694,9183.652273773479465,127076.56824
"778","226702","2860","3607","18217","688","4382",40.500000000000000,"42217","920",32.167832167832202,0.000000000000000,1.760000000000000,0.000000000000000,98.239999999999995,45.770000000000003,41.200000000000003,29.149999999999999,4376816.158203129656613,12056.377051872899756,406629.469500,"50","226702","2860","3607","18217","688","4382",40.500000000000000,"42217","920",32.167832167832202,0.000000000000000,1.760000000000000,0.000000000000000,98.239999999999995,45.770000000000003,41.200000000000003,29.149999999999999,4376816.158203129656613,12056.377051872899756,201863.19932
"779","227010","4519","3530","20208","997","4458",42.000000000000000,"44277","1010",22.350077450763401,1.240000000000000,3.350000000000000,0.000000000000000,94.090000000000003,57.369999999999997,46.490000000000002,26.670000000000002,6234440.737304690293968,11858.477175183399595,579204.664600,"89","227010","4519","3530","20208","997","4458",42.000000000000000,"44277","1010",22.350077450763401,1.240000000000000,3.350000000000000,0.000000000000000,94.090000000000003,57.369999999999997,46.490000000000002,26.670000000000002,6234440.737304690293968,11858.477175183399595,65462.85337
"780","227020","3512","2774","20667","754","4437",41.600000000000001,"55917","514",14.635535307517101,0.130000000000000,1.290000000000000,0.110000000000000,98.469999999999999,49.750000000000000,49.960000000000001,14.859999999999999,4737436.151367190293968,9166.080389845730679,440130.385900,"89","227020","3512","2774","20667","754","4437",41.600000000000001,"55917","514",14.635535307517101,0.130000000000000,1.290000000000000,0.110000000000000,98.469999999999999,49.750000000000000,49.960000000000001,14.859999999999999,4737436.151367190293968,9166.080389845730679,46454.98394
"781","228100","4807","3756","12409","1043","2692",41.500000000000000,"55335","950",19.762845849802400,5.410000000000000,4.740000000000000,0.450000000000000,87.819999999999993,45.850000000000001,39.060000000000002,15.699999999999999,10799828.727539099752903,15274.769662516799144,1003338.029000,"98","228100","4807","3756","12409","1043","2692",41.500000000000000,"55335","950",19.762845849802400,5.410000000000000,4.740000000000000,0.450000000000000,87.819999999999993,45.850000000000001,39.060000000000002,15.699999999999999,10799828.727539099752903,15274.769662516799144,16220.86263
"782","228210","3764","3063","23717","1101","6938",49.899999999999999,"36214","1125",29.888416578108401,0.250000000000000,8.020000000000000,1.570000000000000,90.159999999999997,49.299999999999997,42.640000000000001,30.829999999999998,4424348.075195309706032,9184.586518264990445,411044.353200,"97","228210","3764","3063","23717","1101","6938",49.899999999999999,"36214","1125",29.888416578108401,0.250000000000000,8.020000000000000,1.570000000000000,90.159999999999997,49.299999999999997,42.640000000000001,30.829999999999998,4424348.075195309706032,9184.586518264990445,13933.44203
"783","228220","4477","3181","31663","926","6549",53.700000000000003,"45875","1433",32.008041098950201,0.870000000000000,6.100000000000000,0.000000000000000,91.250000000000000,44.170000000000002,39.359999999999999,20.210000000000001,3941934.152343750000000,9102.492379676159544,366222.419700,,,,,,,,,,,,,,,,,,,,,
"784","228310","4474","3156","21210","1099","5210",45.600000000000001,"44115","738",16.495306213679001,0.900000000000000,4.250000000000000,0.000000000000000,94.560000000000002,50.700000000000003,41.219999999999999,24.760000000000002,5880551.425781250000000,11254.257669190699744,546333.195000,"100","228310","4474","3156","21210","1099","5210",45.600000000000001,"44115","738",16.495306213679001,0.900000000000000,4.250000000000000,0.000000000000000,94.560000000000002,50.700000000000003,41.219999999999999,24.760000000000002,5880551.425781250000000,11254.257669190699744,1266.18983
"785","228320","3038","2058","23345","737","5663",46.799999999999997,"43770","837",27.551020408163300,0.000000000000000,2.660000000000000,0.000000000000000,97.340000000000003,51.509999999999998,40.180000000000000,15.039999999999999,3627882.021484380122274,10223.813553831902027,337048.245300,,,,,,,,,,,,,,,,,,,,,
"786","228410","3162","2503","29489","696","6491",48.600000000000001,"42337","819",25.901328273244800,0.770000000000000,4.160000000000000,1.060000000000000,91.230000000000004,43.149999999999999,37.039999999999999,17.100000000000001,2989299.760742189828306,7107.133789655649707,277721.350700,"97","228410","3162","2503","29489","696","6491",48.600000000000001,"42337","819",25.901328273244800,0.770000000000000,4.160000000000000,1.060000000000000,91.230000000000004,43.149999999999999,37.039999999999999,17.100000000000001,2989299.760742189828306,7107.133789655649707,9689.54019
"787","228420","3038","2198","28365","681","6358",43.899999999999999,"43661","1005",33.080974325214001,0.000000000000000,6.470000000000000,0.000000000000000,93.379999999999995,39.990000000000002,39.719999999999999,20.120000000000001,2985840.078125000000000,7921.096578079130268,277399.305900,,,,,,,,,,,,,,,,,,,,,
"788","228500","5385","3553","31070","1122","6474",54.000000000000000,"36842","2059",38.235840297121598,0.000000000000000,17.399999999999999,0.000000000000000,82.430000000000007,43.960000000000001,36.899999999999999,17.920000000000002,4831907.049804690293968,9216.980605763090352,448907.281700,,,,,,,,,,,,,,,,,,,,,
"789","228600","4878","3504","23975","1158","5691",46.200000000000003,"53864","1466",30.053300533005299,0.260000000000000,6.470000000000000,0.100000000000000,90.780000000000001,52.399999999999999,45.490000000000002,26.520000000000000,5672241.818359379656613,9590.926792006790492,526978.622700,,,,,,,,,,,,,,,,,,,,,
"790","228710","4255","2779","27225","1060","6782",48.100000000000001,"33704","1418",33.325499412455898,1.690000000000000,8.150000000000000,0.350000000000000,89.069999999999993,46.670000000000002,41.060000000000002,21.890000000000001,4357156.296875000000000,9256.848880525849381,404794.107200,,,,,,,,,,,,,,,,,,,,,
"791","228720","4389","3480","28126","1013","6492",51.399999999999999,"49875","1197",27.272727272727298,0.850000000000000,9.910000000000000,0.000000000000000,89.019999999999996,51.780000000000001,36.640000000000001,11.859999999999999,4350305.000000000000000,9244.665859408189135,404153.087900,,,,,,,,,,,,,,,,,,,,,
"792","228800","5689","3764","17448","963","2953",48.600000000000001,"40955","1551",27.263139391808799,0.000000000000000,5.530000000000000,0.000000000000000,94.099999999999994,49.840000000000003,43.759999999999998,19.579999999999998,9090038.055664060637355,12361.182427284800724,844475.751700,"100","228800","5689","3764","17448","963","2953",48.600000000000001,"40955","1551",27.263139391808799,0.000000000000000,5.530000000000000,0.000000000000000,94.099999999999994,49.840000000000003,43.759999999999998,19.579999999999998,9090038.055664060637355,12361.182427284800724,858.58242
"793","228900","3406","1930","17112","320","1608",40.799999999999997,"27917","1353",39.724016441573703,0.170000000000000,8.820000000000000,0.000000000000000,89.579999999999998,53.990000000000002,44.820000000000000,23.340000000000000,5549020.780273440293968,9659.072226460100865,515503.699900,"98","228900","3406","1930","17112","320","1608",40.799999999999997,"27917","1353",39.724016441573703,0.170000000000000,8.820000000000000,0.000000000000000,89.579999999999998,53.990000000000002,44.820000000000000,23.340000000000000,5549020.780273440293968,9659.072226460100865,8403.79226
"794","229100","4535","3565","24725","980","5343",51.200000000000003,"53958","1038",22.888643880926100,1.220000000000000,9.699999999999999,0.000000000000000,87.430000000000007,44.820000000000000,37.219999999999999,16.260000000000002,5113467.670898440293968,9150.084713224849111,475048.125400,"100","229100","4535","3565","24725","980","5343",51.200000000000003,"53958","1038",22.888643880926100,1.220000000000000,9.699999999999999,0.000000000000000,87.430000000000007,44.820000000000000,37.219999999999999,16.260000000000002,5113467.670898440293968,9150.084713224849111,978.19284
"795","229200","4645","3737","26994","1191","6921",48.000000000000000,"54481","741",15.952637244348800,0.180000000000000,12.490000000000000,0.920000000000000,86.409999999999997,49.320000000000000,41.820000000000000,21.829999999999998,4797268.254882809706032,8927.114607568339125,445678.587200,,,,,,,,,,,,,,,,,,,,,
"796","229300","5655","4004","29122","1328","6839",50.600000000000001,"43176","1479",26.153846153846199,3.930000000000000,4.700000000000000,0.000000000000000,90.060000000000002,56.240000000000002,36.310000000000002,24.030000000000001,5413564.177734379656613,9545.172042320180481,502934.217400,,,,,,,,,,,,,,,,,,,,,
"797","229410","3491","2697","16669","870","4154",45.799999999999997,"47406","773",22.142652535090200,1.370000000000000,3.720000000000000,0.250000000000000,94.120000000000005,47.609999999999999,41.490000000000002,17.899999999999999,5838700.421875000000000,9706.990135400070358,542426.766600,,,,,,,,,,,,,,,,,,,,,
"798","229420","4685","3122","20772","1040","4611",53.200000000000003,"45856","1183",25.250800426894301,0.590000000000000,7.760000000000000,0.320000000000000,91.069999999999993,47.530000000000001,31.199999999999999,21.859999999999999,6287881.438476559706032,10052.110541703899798,584156.361900,"92","229420","4685","3122","20772","1040","4611",53.200000000000003,"45856","1183",25.250800426894301,0.590000000000000,7.760000000000000,0.320000000000000,91.069999999999993,47.530000000000001,31.199999999999999,21.859999999999999,6287881.438476559706032,10052.110541703899798,44038.15566
"799","231100","3116","2678","9027","669","1938",29.100000000000001,"31271","1258",40.372272143774097,7.230000000000000,15.560000000000000,1.600000000000000,72.640000000000001,43.840000000000003,28.079999999999998,24.699999999999999,9623608.299804687500000,12919.954590171999371,894083.033600,"42","231100","3116","2678","9027","669","1938",29.100000000000001,"31271","1258",40.372272143774097,7.230000000000000,15.560000000000000,1.600000000000000,72.640000000000001,43.840000000000003,28.079999999999998,24.699999999999999,9623608.299804687500000,12919.954590171999371,522363.78313
"800","231210","3824","2905","30884","1181","9538",51.100000000000001,"32454","1520",39.748953974895400,1.860000000000000,15.400000000000000,0.000000000000000,78.540000000000006,35.659999999999997,26.850000000000001,18.660000000000000,3451814.036132810171694,7922.644824077429803,320691.004200,"100","231210","3824","2905","30884","1181","9538",51.100000000000001,"32454","1520",39.748953974895400,1.860000000000000,15.400000000000000,0.000000000000000,78.540000000000006,35.659999999999997,26.850000000000001,18.660000000000000,3451814.036132810171694,7922.644824077429803,222.32571
"801","231220","3936","3069","10562","1197","3212",44.100000000000001,"29461","851",21.620934959349601,1.320000000000000,25.949999999999999,7.120000000000000,64.120000000000005,37.369999999999997,32.750000000000000,23.500000000000000,10389133.625976599752903,13177.464787428500131,965203.487800,,,,,,,,,,,,,,,,,,,,,
"802","231301","2711","1743","30015","765","8470",53.600000000000001,"47310","774",28.550350424197699,6.260000000000000,5.700000000000000,3.700000000000000,80.629999999999995,46.299999999999997,43.950000000000003,20.309999999999999,2517991.862304689828306,7081.843646203219578,233934.225400,,,,,,,,,,,,,,,,,,,,,
"803","231302","2678","2650","16377","804","4917",54.299999999999997,"68281","146",5.451829723674380,2.640000000000000,25.379999999999999,1.290000000000000,68.879999999999995,26.149999999999999,19.430000000000000,5.620000000000000,4558808.499023440293968,10645.961358518099587,423536.170900,,,,,,,,,,,,,,,,,,,,,
"804","231400","4606","3932","19209","1516","6322",62.500000000000000,"57717","881",19.127225358228401,3.470000000000000,24.399999999999999,1.970000000000000,67.409999999999997,34.560000000000002,21.030000000000001,21.070000000000000,6684775.586914060637355,10350.633798540999123,621049.100300,"75","231400","4606","3932","19209","1516","6322",62.500000000000000,"57717","881",19.127225358228401,3.470000000000000,24.399999999999999,1.970000000000000,67.409999999999997,34.560000000000002,21.030000000000001,21.070000000000000,6684775.586914060637355,10350.633798540999123,156755.22687
"805","231500","4749","4190","13381","1409","3970",68.000000000000000,"52946","495",10.423246999368301,0.610000000000000,32.000000000000000,5.060000000000000,60.829999999999998,28.469999999999999,23.010000000000002,12.350000000000000,9894305.685546880587935,12798.516532478499357,919227.998100,"36","231500","4749","4190","13381","1409","3970",68.000000000000000,"52946","495",10.423246999368301,0.610000000000000,32.000000000000000,5.060000000000000,60.829999999999998,28.469999999999999,23.010000000000002,12.350000000000000,9894305.685546880587935,12798.516532478499357,590499.01343
"806","231601","2196","2192","17808","660","5352",57.299999999999997,"66081","284",12.932604735883400,1.620000000000000,37.439999999999998,0.000000000000000,55.729999999999997,31.750000000000000,23.809999999999999,9.949999999999999,3437892.958984380122274,7854.054973920589873,319396.703700,"47","231601","2196","2192","17808","660","5352",57.299999999999997,"66081","284",12.932604735883400,1.620000000000000,37.439999999999998,0.000000000000000,55.729999999999997,31.750000000000000,23.809999999999999,9.949999999999999,3437892.958984380122274,7854.054973920589873,170154.03289
"807","231602","2074","1682","17052","639","5254",60.899999999999999,"46683","311",14.995178399228500,5.510000000000000,22.699999999999999,0.530000000000000,67.859999999999999,39.060000000000002,27.590000000000000,20.570000000000000,3390802.812500000000000,7818.122524228519978,315021.861900,"49","231602","2074","1682","17052","639","5254",60.899999999999999,"46683","311",14.995178399228500,5.510000000000000,22.699999999999999,0.530000000000000,67.859999999999999,39.060000000000002,27.590000000000000,20.570000000000000,3390802.812500000000000,7818.122524228519978,160294.93505
"808","231603","2661","1989","21519","763","6170",50.100000000000001,"35048","794",29.838406614054900,3.060000000000000,16.609999999999999,2.080000000000000,78.250000000000000,32.780000000000001,38.759999999999998,24.280000000000001,3447314.210937500000000,7867.587073271310146,320272.105500,"98","231603","2661","1989","21519","763","6170",50.100000000000001,"35048","794",29.838406614054900,3.060000000000000,16.609999999999999,2.080000000000000,78.250000000000000,32.780000000000001,38.759999999999998,24.280000000000001,3447314.210937500000000,7867.587073271310146,6859.85815
"809","231710","4311","3156","34484","1262","10095",47.399999999999999,"32301","1325",30.735328230109001,0.680000000000000,10.369999999999999,0.050000000000000,87.379999999999995,55.100000000000001,37.609999999999999,22.840000000000000,3485223.423828130122274,7941.548716551679718,323794.118500,,,,,,,,,,,,,,,,,,,,,
"810","231720","5047","3680","27680","1419","7782",54.500000000000000,"45833","1350",26.748563503071100,1.540000000000000,11.640000000000001,1.610000000000000,84.209999999999994,44.920000000000002,40.630000000000003,22.350000000000001,5083179.130859379656613,9121.124553947129243,472252.076300,"78","231720","5047","3680","27680","1419","7782",54.500000000000000,"45833","1350",26.748563503071100,1.540000000000000,11.640000000000001,1.610000000000000,84.209999999999994,44.920000000000002,40.630000000000003,22.350000000000001,5083179.130859379656613,9121.124553947129243,101555.62348
"811","231800","5218","3970","25976","1297","6457",46.299999999999997,"35321","1819",34.860099655040202,0.000000000000000,7.730000000000000,0.000000000000000,88.969999999999999,49.399999999999999,37.630000000000003,23.289999999999999,5600044.977539059706032,9533.134870462139588,520271.580500,"37","231800","5218","3970","25976","1297","6457",46.299999999999997,"35321","1819",34.860099655040202,0.000000000000000,7.730000000000000,0.000000000000000,88.969999999999999,49.399999999999999,37.630000000000003,23.289999999999999,5600044.977539059706032,9533.134870462139588,327390.45352
"812","231901","2685","2494","28411","709","7502",57.100000000000001,"35417","673",25.065176908752299,0.450000000000000,9.369999999999999,0.000000000000000,90.180000000000007,40.259999999999998,43.180000000000000,16.219999999999999,2634646.873046880122274,6630.602775791890053,244765.865100,"100","231901","2685","2494","28411","709","7502",57.100000000000001,"35417","673",25.065176908752299,0.450000000000000,9.369999999999999,0.000000000000000,90.180000000000007,40.259999999999998,43.180000000000000,16.219999999999999,2634646.873046880122274,6630.602775791890053,2.39523
"813","231902","3112","2100","24870","795","6353",47.700000000000003,"40125","1395",44.826478149100303,0.150000000000000,6.130000000000000,0.490000000000000,90.799999999999997,45.670000000000002,46.289999999999999,9.720000000000001,3488404.821289060171694,9940.723989429259746,324086.624600,"61","231902","3112","2100","24870","795","6353",47.700000000000003,"40125","1395",44.826478149100303,0.150000000000000,6.130000000000000,0.490000000000000,90.799999999999997,45.670000000000002,46.289999999999999,9.720000000000001,3488404.821289060171694,9940.723989429259746,125155.92139
"814","232110","3334","2032","22722","904","6161",46.100000000000001,"36423","882",26.454709058188399,0.270000000000000,9.660000000000000,0.620000000000000,88.799999999999997,46.060000000000002,38.930000000000000,23.649999999999999,4090675.076171880122274,8787.834135991290168,380037.423400,,,,,,,,,,,,,,,,,,,,,
"815","232120","5051","3742","25067","1372","6809",52.899999999999999,"44110","1237",24.490199960403899,0.490000000000000,21.840000000000000,1.690000000000000,75.079999999999998,41.070000000000000,32.119999999999997,16.559999999999999,5617477.712890629656613,9730.339186492959925,521882.693000,"100","232120","5051","3742","25067","1372","6809",52.899999999999999,"44110","1237",24.490199960403899,0.490000000000000,21.840000000000000,1.690000000000000,75.079999999999998,41.070000000000000,32.119999999999997,16.559999999999999,5617477.712890629656613,9730.339186492959925,917.52459
"816","232200","3201","2906","15853","865","4284",53.799999999999997,"60076","482",15.057794439237700,1.960000000000000,28.930000000000000,0.770000000000000,67.950000000000003,40.710000000000001,23.300000000000001,21.520000000000000,5629053.384765629656613,10868.642270188500333,522964.183600,"100","232200","3201","2906","15853","865","4284",53.799999999999997,"60076","482",15.057794439237700,1.960000000000000,28.930000000000000,0.770000000000000,67.950000000000003,40.710000000000001,23.300000000000001,21.520000000000000,5629053.384765629656613,10868.642270188500333,2448.56071
"817","232300","4376","4258","18025","1109","4568",60.299999999999997,"63681","688",15.722120658135299,2.040000000000000,26.949999999999999,0.020000000000000,70.269999999999996,33.770000000000003,20.739999999999998,23.289999999999999,6768013.821289059706032,11548.123259631400288,628764.632100,"95","232300","4376","4258","18025","1109","4568",60.299999999999997,"63681","688",15.722120658135299,2.040000000000000,26.949999999999999,0.020000000000000,70.269999999999996,33.770000000000003,20.739999999999998,23.289999999999999,6768013.821289059706032,11548.123259631400288,29734.73815
"818","232401","3619","2966","16453","958","4355",54.000000000000000,"49318","542",14.976512848853300,3.320000000000000,33.560000000000002,2.100000000000000,57.180000000000000,36.409999999999997,23.329999999999998,20.760000000000002,6132156.905273440293968,11911.302975825099566,569700.262100,"14","232401","3619","2966","16453","958","4355",54.000000000000000,"49318","542",14.976512848853300,3.320000000000000,33.560000000000002,2.100000000000000,57.180000000000000,36.409999999999997,23.329999999999998,20.760000000000002,6132156.905273440293968,11911.302975825099566,489310.05473
"819","232402","3127","2549","14908","971","4629",60.299999999999997,"50692","511",16.341541413495399,5.700000000000000,27.739999999999998,1.290000000000000,63.939999999999998,29.340000000000000,23.730000000000000,4.870000000000000,5847679.489257809706032,11262.242680534600368,543266.639600,"59","232402","3127","2549","14908","971","4629",60.299999999999997,"50692","511",16.341541413495399,5.700000000000000,27.739999999999998,1.290000000000000,63.939999999999998,29.340000000000000,23.730000000000000,4.870000000000000,5847679.489257809706032,11262.242680534600368,224779.45300
"820","232500","5060","3971","17071","1508","5088",59.399999999999999,"49293","835",16.501976284585002,0.500000000000000,33.320000000000000,0.790000000000000,63.939999999999998,38.030000000000001,17.379999999999999,24.300000000000001,8263480.375976559706032,11962.435630402200331,767695.358600,"94","232500","5060","3971","17071","1508","5088",59.399999999999999,"49293","835",16.501976284585002,0.500000000000000,33.320000000000000,0.790000000000000,63.939999999999998,38.030000000000001,17.379999999999999,24.300000000000001,8263480.375976559706032,11962.435630402200331,49631.78268
"821","232601","2006","1352","19690","571","5605",62.799999999999997,"43958","564",28.115653040877401,0.310000000000000,25.879999999999999,2.050000000000000,69.870000000000005,46.079999999999998,29.660000000000000,29.760000000000002,2840257.275390630122274,7004.333669921050387,263865.974300,"25","232601","2006","1352","19690","571","5605",62.799999999999997,"43958","564",28.115653040877401,0.310000000000000,25.879999999999999,2.050000000000000,69.870000000000005,46.079999999999998,29.660000000000000,29.760000000000002,2840257.275390630122274,7004.333669921050387,199164.22277
"822","232602","4494","3578","21902","1203","5863",57.700000000000003,"35052","1434",31.909212283044099,0.740000000000000,23.640000000000001,1.070000000000000,74.549999999999997,37.280000000000001,23.230000000000000,24.300000000000001,5720224.449218750000000,9605.289510135869932,531420.860900,"21","232602","4494","3578","21902","1203","5863",57.700000000000003,"35052","1434",31.909212283044099,0.740000000000000,23.640000000000001,1.070000000000000,74.549999999999997,37.280000000000001,23.230000000000000,24.300000000000001,5720224.449218750000000,9605.289510135869932,421785.52037
"823","232701","2168","1732","20236","550","5134",54.399999999999999,"53036","600",27.675276752767498,3.000000000000000,21.430000000000000,0.000000000000000,70.819999999999993,40.420000000000002,30.719999999999999,9.190000000000000,2986772.958984380122274,7152.590678180409668,277477.390800,"32","232701","2168","1732","20236","550","5134",54.399999999999999,"53036","600",27.675276752767498,3.000000000000000,21.430000000000000,0.000000000000000,70.819999999999993,40.420000000000002,30.719999999999999,9.190000000000000,2986772.958984380122274,7152.590678180409668,188148.62349
"824","232702","3958","3236","22593","1065","6079",52.899999999999999,"35114","1169",29.535118746841800,1.070000000000000,8.109999999999999,1.700000000000000,88.810000000000002,42.030000000000001,27.440000000000001,13.650000000000000,4883945.175781250000000,8854.780080227139479,453728.530800,"68","232702","3958","3236","22593","1065","6079",52.899999999999999,"35114","1169",29.535118746841800,1.070000000000000,8.109999999999999,1.700000000000000,88.810000000000002,42.030000000000001,27.440000000000001,13.650000000000000,4883945.175781250000000,8854.780080227139479,144046.75473
"825","232800","4086","3232","24804","941","5712",49.299999999999997,"38897","1028",25.159079784630400,0.390000000000000,12.890000000000001,0.000000000000000,84.439999999999998,39.939999999999998,37.590000000000003,15.539999999999999,4592442.840820309706032,8716.845357359490663,426647.198200,"99","232800","4086","3232","24804","941","5712",49.299999999999997,"38897","1028",25.159079784630400,0.390000000000000,12.890000000000001,0.000000000000000,84.439999999999998,39.939999999999998,37.590000000000003,15.539999999999999,4592442.840820309706032,8716.845357359490663,4889.58594
"826","234001","2313","2207","8846","988","3778",75.599999999999994,"85757","321",13.878080415045400,9.020000000000000,76.450000000000003,0.230000000000000,13.830000000000000,7.930000000000000,5.480000000000000,8.710000000000004,7289805.950195309706032,15674.657474343599461,677258.622100,"50","234001","2313","2207","8846","988","3778",75.599999999999994,"85757","321",13.878080415045400,9.020000000000000,76.450000000000003,0.230000000000000,13.830000000000000,7.930000000000000,5.480000000000000,8.710000000000004,7289805.950195309706032,15674.657474343599461,340905.00332
"827","234002","2965","2069","13600","992","4550",65.900000000000006,"41462","662",22.327150084317001,2.880000000000000,29.800000000000001,0.480000000000000,64.769999999999996,28.850000000000001,14.690000000000000,8.660000000000000,6077750.202148441225290,13242.674442689600255,564652.579900,"26","234002","2965","2069","13600","992","4550",65.900000000000006,"41462","662",22.327150084317001,2.880000000000000,29.800000000000001,0.480000000000000,64.769999999999996,28.850000000000001,14.690000000000000,8.660000000000000,6077750.202148441225290,13242.674442689600255,419716.94037
"828","234200","2440","2019","7158","1100","3227",59.200000000000003,"85429","46",1.885245901639340,11.590000000000000,63.170000000000002,9.760000000000000,11.750000000000000,6.840000000000000,3.320000000000000,17.039999999999999,9503536.843750000000000,13022.717006930199204,882926.053800,"8","234200","2440","2019","7158","1100","3227",59.200000000000003,"85429","46",1.885245901639340,11.590000000000000,63.170000000000002,9.760000000000000,11.750000000000000,6.840000000000000,3.320000000000000,17.039999999999999,9503536.843750000000000,13022.717006930199204,812758.36011
"829","234301","1884","1531","9682","1069","5494",53.100000000000001,"65690","199",10.562632696390700,10.490000000000000,66.560000000000002,8.830000000000000,11.990000000000000,3.460000000000000,0.000000000000000,2.610000000000000,5424886.043945309706032,9432.675711635269181,503997.333700,"94","234301","1884","1531","9682","1069","5494",53.100000000000001,"65690","199",10.562632696390700,10.490000000000000,66.560000000000002,8.830000000000000,11.990000000000000,3.460000000000000,0.000000000000000,2.610000000000000,5424886.043945309706032,9432.675711635269181,30561.70418
"830","234302","2559","1866","18093","1369","9680",63.399999999999999,"40857","363",14.185228604923800,0.000000000000000,84.280000000000001,0.000000000000000,9.000000000000000,17.629999999999999,0.000000000000000,12.539999999999999,3942923.417968750000000,9264.004633600679881,366316.003800,,,,,,,,,,,,,,,,,,,,,
"831","234501","3067","2210","10566","935","3221",63.700000000000003,"61667","268",8.738180632539940,4.740000000000000,54.140000000000001,1.650000000000000,34.299999999999997,24.750000000000000,13.350000000000000,10.670000000000000,8092378.412109378725290,12751.346017089199449,751802.387300,"95","234501","3067","2210","10566","935","3221",63.700000000000003,"61667","268",8.738180632539940,4.740000000000000,54.140000000000001,1.650000000000000,34.299999999999997,24.750000000000000,13.350000000000000,10.670000000000000,8092378.412109378725290,12751.346017089199449,35176.05915
"832","234502","2929","2578","13923","986","4687",54.799999999999997,"45726","550",18.777739842949799,3.970000000000000,65.569999999999993,1.190000000000000,27.039999999999999,16.829999999999998,2.170000000000000,21.379999999999999,5864850.864257809706032,11665.446043029298380,544871.023100,"91","234502","2929","2578","13923","986","4687",54.799999999999997,"45726","550",18.777739842949799,3.970000000000000,65.569999999999993,1.190000000000000,27.039999999999999,16.829999999999998,2.170000000000000,21.379999999999999,5864850.864257809706032,11665.446043029298380,49368.24495
"833","234600","5147","3900","10224","1587","3152",62.899999999999999,"59569","786",15.271031668933400,5.350000000000000,48.710000000000001,1.320000000000000,36.020000000000003,21.870000000000001,8.820000000000000,16.410000000000000,14034822.868164099752903,17840.205028973101435,1303867.009000,"59","234600","5147","3900","10224","1587","3152",62.899999999999999,"59569","786",15.271031668933400,5.350000000000000,48.710000000000001,1.320000000000000,36.020000000000003,21.870000000000001,8.820000000000000,16.410000000000000,14034822.868164099752903,17840.205028973101435,528453.15796
